"","Category","ID","Colector","# colector","Species","Subspecies","Clade","Clade map","State/Country","Locality","Latitude","Longitude","Elevation","Sex","Age","Extraction notebook","Extraction sample","Box new","Cell new","Plate","Well","Quality","Photo CJPV","Photo UH","Vol","ng/μl","μl p/500 ng","corrected # ANMO","Qual + Qu","Id map","Id mapa","Morphology","Comments"
"1","Disc T NQ",NA,"AC","11","deppii","deppii","db Cacalutla-S Cruz",NA,"Gro","Tierra Colorada",NA,NA,NA,NA,NA,NA,NA,"CARD","F3",NA,NA,"Poor. Mostly degraded",NA,"UH2","25","337",1.48367952522255,NA,"Bad",NA,NA,NA,NA
"2","Disc T NQ",NA,"AEH","4","deppii","deppii",NA,NA,"Nic",NA,NA,NA,NA,NA,NA,NA,NA,"CARD","D2",NA,NA,"Bad. Very little","3,23",NA,NA,NA,NA,NA,"Bad",NA,NA,"DNA diluido",NA
"3","Unn T NQ dup",NA,"AEH","7","deppii","deppii",NA,NA,"Nic",NA,NA,NA,NA,NA,NA,NA,NA,"3","B2",NA,NA,NA,"7,19",NA,"300",NA,NA,NA,NA,NA,NA,"extraction",NA
"4","Disc T NQ",NA,"AEH","7","deppii","deppii","db Chis-Costa Rica",NA,"Nic",NA,NA,NA,NA,NA,NA,NA,NA,"CARD","I8",NA,NA,"Poor. Some degraded",NA,"UH1","25",NA,NA,NA,"Bad",NA,NA,NA,"extraction"
"5","Disc T Q",NA,"ANMO","431","deppii","infernalis","di Gro-Pue",NA,"Mor","Aproximadamente 2 km NE Puente de Ixtla; desviación de la autopista México-Acapulco hacia Iguala y Taxco (carr 95D, km 0)",18.6511166666667,-99.2985666666667,NA,NA,NA,NA,NA,"CARD","A5",NA,NA,"Bad. Mostly degraded",NA,"UH2","50","294",1.70068027210884,532,"Bad",NA,NA,NA,NA
"6","Disc T NQ",NA,"ANMO","431","deppii","infernalis",NA,NA,"Mor","Aproximadamente 2 km NE Puente de Ixtla; desviación de la autopista México-Acapulco hacia Iguala y Taxco (carr 95D, km 0)",18.6511166666667,-99.2985666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bad. Very little","7,15",NA,NA,NA,NA,532,"Bad",NA,NA,"Poco DNA en gel",NA
"7","Pend NT Q","√","ANMO","3039","deppii","infernalis","di Gro-Pue","11-","Gro","Zumpango del Río",17.64633,-99.53654,NA,NA,NA,NA,NA,"2","D9",2,"F1","Good","6,7","UH7","60","74",6.75675675675676,NA,"G","11-G","ANMO3039",NA,"conc after genomiphi (ver sheet selected digestion)"
"8","Disc T NQ",NA,"ANMO","443","deppii","infernalis","di Gro-Pue",NA,"Gro","Aproximadamente 2 km O Colonia Valerio Trujano ó intersección carr Mexico-Acapulco (95) con Río Mezcala",17.9390833333333,-99.6044333333333,NA,NA,NA,NA,NA,"CARD","F8",NA,NA,"Poor. Mostly degraded","4,4","UH4, 7",NA,"102",4.90196078431373,544,"Bad",NA,NA,NA,NA
"9","Disc T NQ",NA,"ANMO","452","deppii","deppii",NA,NA,"Gro","Tierra Colorada",17.1654666666667,-99.5362166666667,NA,NA,NA,NA,NA,"CARD","A9",NA,NA,"Bad. Mostly degraded",NA,"UH1","20",NA,NA,553,"Bad",NA,NA,"extraction (dil)",NA
"10","Disc T NQ",NA,"ANMO","453","deppii","deppii",NA,NA,"Gro","Tierra Colorada",17.1654666666667,-99.5362166666667,NA,NA,NA,NA,NA,"CARD","B1",NA,NA,"Bad. Mostly degraded",NA,"UH1","25",NA,NA,554,"Bad",NA,NA,"extraction (dil)",NA
"11","Pend NT Q","-","ENS","11556","lineatissima","livida","l livida","20-","Mich","N of Ostula",18.53063,-103.44958,181,NA,NA,NA,NA,"2","E1",2,"F2","Good",NA,"UH1","80","too low",NA,NA,"G","20-G","ENS11556",NA,"conc after genomiphi (ver sheet selected digestion)"
"12","Unn T NQ dup",NA,"ANMO","460","deppii","deppii",NA,NA,"Gro","Mpio. Atoyac de Alvarez, Cacalutla",17.1277333333333,-100.35795,NA,NA,NA,NA,NA,"3","A7",NA,NA,NA,"7,17",NA,"30",NA,NA,561,NA,NA,NA,"extraction (dil)",NA
"13","Disc T NQ",NA,"ANMO","460","deppii","deppii",NA,NA,"Gro","Mpio. Atoyac de Alvarez, Cacalutla",17.1277333333333,-100.35795,NA,NA,NA,NA,NA,"CARD","B2",NA,NA,"Bad. Mostly degraded",NA,"UH1","40",NA,NA,561,"Bad",NA,NA,"extraction (conc)",NA
"14","Disc T NQ",NA,"ANMO","461","guttata","immutabilis",NA,NA,"Gro","Mpio. Atoyac de Alvarez, Cacalutla",17.1277333333333,-100.35795,NA,NA,NA,NA,NA,"CARD","I3",NA,NA,"Poor. Mostly degraded, too little","5,5",NA,"7 u 8",NA,NA,562,"Bad",NA,NA,NA,NA
"15","Pend NT Q","√","ENS","11572","lineatissima","duodecemlineata/livida","l duo","21-","Jal","Barra de Navidad",19.19494,-104.62966,33,NA,NA,NA,NA,"2","E2",2,"F3","Good",NA,"UH1","30","71.599999999999994",6.98324022346369,NA,"G","21-G","ENS11572",NA,"conc after genomiphi (ver sheet selected digestion)"
"16","Disc T NQ",NA,"ANMO","473","guttata","immutabilis",NA,NA,"Gro","Mpio. Petatlán, Puente Arroyo Seco sobre carr Arroyo Seco-La Calera; aproximadamente 1 km por carr de Cayacalito hacia Tecpan (carr 200)",17.3803,-101.116716666667,NA,NA,NA,NA,NA,"CARD","B5",NA,NA,"Bad. Mostly degraded",NA,"UH7","20",NA,NA,574,"Bad",NA,NA,"extraction (conc)",NA
"17","Disc T NQ",NA,"ANMO","473","guttata","immutabilis",NA,NA,"Gro","Mpio. Petatlán, Puente Arroyo Seco sobre carr Arroyo Seco-La Calera; aproximadamente 1 km por carr de Cayacalito hacia Tecpan (carr 200)",17.3803,-101.116716666667,NA,NA,NA,NA,NA,"CARD","D8",NA,NA,"Bad. Very little",NA,"UH1","15",NA,NA,574,"Bad",NA,NA,"extraction (dil)",NA
"18","Unn T NQ dup",NA,"ANMO","474","lineatissima","livida",NA,NA,"Mich","Las Calabazas, sobre carr 200 Lázaro Cárdenas-Manzanillo",18.00903333,-102.4111333,NA,NA,NA,NA,NA,"3","B8",NA,NA,NA,"ND",NA,NA,NA,NA,575,NA,NA,NA,"Tejido",NA
"19","Disc T Q",NA,"ANMO","474","lineatissima","exorista?",NA,NA,"Mich","Las Calabazas, sobre carr 200 Lázaro Cárdenas-Manzanillo",18.0090333333333,-102.411133333333,NA,NA,NA,NA,NA,"CARD","C9",NA,NA,"Bad. Very little","7,22",NA,NA,"0.214",2336.44859813084,575,"Bad",NA,NA,NA,NA
"20","Unn T NQ dup",NA,"ANMO","474","lineatissima","livida",NA,NA,"Mich","Las Calabazas, sobre carr 200 Lázaro Cárdenas-Manzanillo",18.0090333333333,-102.411133333333,NA,NA,NA,NA,NA,"CARD","E5",NA,NA,"Bad. Very little","5,28",NA,"300",NA,NA,575,"Bad",NA,NA,"extraction (dil)",NA
"21","Disc T NQ",NA,"ANMO","474","lineatissima","livida",NA,NA,"Mich","Las Calabazas, sobre carr 200 Lázaro Cárdenas-Manzanillo",18.0090333333333,-102.411133333333,NA,NA,NA,NA,NA,"CARD","I7",NA,NA,"Poor. Mostly degraded",NA,"UH1",NA,NA,NA,575,"Bad",NA,NA,"Tejido",NA
"22","Disc T NQ",NA,"ANMO","475","lineatissima","exorista?",NA,NA,"Mich","Las Calabazas, sobre carr 200 Lázaro Cárdenas-Manzanillo",18.0090333333333,-102.411133333333,NA,NA,NA,NA,NA,"CARD","E3",NA,NA,"Bad. Very little","5,26",NA,NA,NA,NA,576,"Bad",NA,NA,NA,NA
"23","Disc T NQ",NA,"ANMO","475","lineatissima","lineatissima/livida",NA,NA,"Mich","Las Calabazas, sobre carr 200 Lázaro Cárdenas-Manzanillo",18.00903333,-102.4111333,NA,NA,NA,NA,NA,"CARD","I5",NA,NA,"Poor. Mostly degraded",NA,"UH1",NA,NA,NA,576,"Bad",NA,NA,"Tejido",NA
"24","Disc T NQ",NA,"ANMO","476","lineatissima","livida","l liv",NA,"Mich","Aproximadamente 1 km NE Playa Muruata",18.2862833333333,-103.346916666667,NA,NA,NA,NA,NA,"CARD","G4",NA,NA,"Poor. Mostly degraded","1,1","UH7",NA,"77.400000000000006",6.45994832041344,577,"Bad",NA,NA,NA,NA
"25","Disc T NQ",NA,"ANMO","477","lineatissima","livida","l liv",NA,"Mich","Aproximadamente 1 km NE Playa Muruata",18.2862833333333,-103.346916666667,NA,NA,NA,NA,NA,"CARD","H3",NA,NA,"Poor. Mostly degraded","5,4","UH7",NA,"70.400000000000006",7.10227272727273,578,"Bad",NA,NA,NA,NA
"26","Disc T NQ",NA,"ANMO","478","lineatissima","livida","l liv",NA,"Mich","Aproximadamente 1 km NE Playa Muruata",18.2862833333333,-103.346916666667,NA,NA,NA,NA,NA,"CARD","E8",NA,NA,"Poor. Mostly degraded","5,24","UH3",">50","520",0.961538461538462,579,"Bad",NA,NA,NA,NA
"27","Disc T Q",NA,"ANMO","489","lineatissima","lineattissima",NA,NA,"Col","Alrededores de Colima",19.22155,-103.7471,NA,NA,NA,NA,NA,"CARD","D7",NA,NA,"Regular. Lots degraded dna, very little","5,2",NA,"20","16.100000000000001",31.055900621118,590,"Bad",NA,NA,"extraction",NA
"28","Disc T NQ",NA,"ANMO","489","lineatissima","lineattissima",NA,NA,"Col","Alrededores de Colima",19.22155,-103.7471,NA,NA,NA,NA,NA,"CARD","I6",NA,NA,"Poor. Mostly degraded",NA,"UH1",NA,NA,NA,590,"Bad",NA,NA,"Tejido",NA
"29","Unn T NQ dup",NA,"ANMO","490","lineatissima","lineattissima",NA,NA,"Col","Alrededores de Colima",19.22155,-103.7471,NA,NA,NA,NA,NA,"3","B7",NA,NA,NA,"ND",NA,NA,NA,NA,591,NA,NA,NA,"Tejido",NA
"30","Disc T Q",NA,"ANMO","490","lineatissima","lineattissima","l lin",NA,"Col","Alrededores de Colima",19.22155,-103.7471,NA,NA,NA,NA,NA,"CARD","A6",NA,NA,"Bad. Mostly degraded","7,23","UH6","25","114",4.3859649122807,591,"Bad",NA,NA,"extraction (conc)",NA
"31","Disc T Q",NA,"ANMO","490","lineatissima","lineattissima",NA,NA,"Col","Alrededores de Colima",19.22155,-103.7471,NA,NA,NA,NA,NA,"CARD","C6",NA,NA,"Bad. Very little","ND",NA,NA,"2.12",235.849056603774,591,"Bad",NA,NA,"Sin prueba en gel",NA
"32","Disc T NQ",NA,"ANMO","491","lineatissima","lineattissima",NA,NA,"Col","Alrededores de Colima",19.22155,-103.7471,NA,NA,NA,NA,NA,"CARD","B6",NA,NA,"Bad. Mostly degraded","6,16",NA,NA,NA,NA,592,"Bad",NA,NA,NA,NA
"33","Disc T Q",NA,"ANMO","513","deppii","infernalis","di Mich",NA,"Mich","Aproximadamente 1 km de la carr Apatzingán-Cuatro Caminos a la altura del km 58",18.9882666666667,-102.112716666667,NA,NA,NA,NA,NA,"CARD","A8",NA,NA,"Bad. Mostly degraded","4,6",NA,NA,"73.2",6.83060109289617,614,"Bad",NA,NA,NA,NA
"34","Disc T NQ",NA,"ANMO","514","deppii","infernalis","di Mich",NA,"Mich","Alrededores de Capirio",18.8541,-102.133083333333,NA,NA,NA,NA,NA,"CARD","G1",NA,NA,"Poor. Mostly degraded",NA,"UH2",">50","93.8",5.33049040511727,615,"Bad",NA,NA,NA,NA
"35","Disc T NQ",NA,"ANMO","526","deppii","infernalis",NA,NA,"Mich","Las Yeguas, Río Tepalcatepec",18.8962666666667,-102.27665,NA,NA,NA,NA,NA,"CARD","B4",NA,NA,"Bad. Mostly degraded","4,7",NA,NA,NA,NA,627,"Bad",NA,NA,NA,NA
"36","Disc T NQ",NA,"ANMO","720","deppii","deppii","dr Sierra Mixe",NA,"Oax","Sierra Mixe, 32.7 km (por carr) de Mitla hacia Ayutla",16.96,-96.2073333333333,NA,NA,NA,NA,NA,"CARD","F9",NA,NA,"Poor. Mostly degraded","1,2","UH3",NA,"102",4.90196078431373,NA,"Bad",NA,NA,NA,NA
"37","Disc T NQ",NA,"ANMO","721","deppii","deppii","dr Sierra Mixe",NA,"Oax","Sierra Mixe, 32.7 km (por carr) de Mitla hacia Ayutla",16.96,-96.2073333333333,NA,NA,NA,NA,NA,"CARD","G3",NA,NA,"Poor. Mostly degraded","1,3","UH3",NA,"77.400000000000006",6.45994832041344,NA,"Bad",NA,NA,NA,NA
"38","Pend NT Q",NA,"ANMO","3353","deppii","deppii","db Cacalutla-S Cruz","1-","Gro","Carr. 95 en el cruce con el Río Papagayo",17.180667,-99.609194,NA,NA,NA,NA,NA,"2","E3",2,"F4","Good",NA,"UH1","100","72.8",6.86813186813187,NA,"G","1-G","ANMO3353",NA,"conc after genomiphi (ver sheet selected digestion)"
"39","Disc T Q",NA,"ANMO","870","deppii","deppii","db Cacalutla-S Cruz",NA,"Gro","Pueblo Nicolás Bravo (sobre carretera de la autopista México-Acapulco hacia Pinotepa Nacional)",16.8363833333333,-99.7484,NA,NA,NA,NA,NA,"3","A5",NA,NA,"Regular. Mostly degraded","8,1","UH3",NA,"118",4.23728813559322,NA,"Bad",NA,NA,NA,NA
"40","Pend NT Q","-","ENS","11564","lineatissima","duodecemlineata","l duo","21-","Jal","Barra de Navidad",19.19494,-104.62966,33,NA,NA,NA,NA,"2","E4",2,"G1","Good",NA,"UH1","60","too low",NA,NA,"G","21-G","ENS11564",NA,"conc after genomiphi (ver sheet selected digestion)"
"41","Pend NT Q","-","ENS","11545","lineatissima","livida","l livida","20-","Mich","Ostula",18.51,-103.47385,167,NA,NA,NA,NA,"2","E5",2,"G2","Good",NA,"UH8","60","5.82",85.9106529209622,NA,"G","20-G","ENS11545","No descartar que sea livida, es subadulto. A lo que más se parece dentro de lineattissima es a livida","conc after genomiphi (ver sheet selected digestion)"
"42","Pend NT Q",NA,"ANMO","3459","guttata","immutabilis","gi NW Gro","17-","Gro","Carr. Coyuca de Benítez-Atoyac de Álvarez, Pte. Coyuca I",17.008556,-100.097139,NA,NA,NA,NA,NA,"2","E6",2,"G3","Good. Little degraded dna",NA,"UH1","60","68.599999999999994",7.28862973760933,NA,"G","17-G","ANMO3459","2 pares de dorsolaterales? No se distinguen bien las líneas (puntos), pero pudiera ser","conc after genomiphi (ver sheet selected digestion)"
"43","Pend NT Q",NA,"ANMO","3456","deppii","deppii","db Cacalutla-S Cruz","1-","Gro","Carr. Coyuca de Benítez-Atoyac de Álvarez, Pte. Coyuca I",17.008556,-100.097139,NA,NA,NA,NA,NA,"2","E7",2,"G4","Good",NA,"UH1","60","71.8",6.96378830083566,NA,"G","1-G","ANMO3456",NA,"conc after genomiphi (ver sheet selected digestion)"
"44","Pend NT Q","-","ENS","11558","lineatissima","livida","l livida","20-","Mich","N of Ostula",18.551394,-103.46616,171,NA,NA,NA,NA,"2","E8",2,"H1","Good",NA,"UH8","60","too low",NA,NA,"G","20-G","ENS11558",NA,"conc after genomiphi (ver sheet selected digestion)"
"45","Pend NT Q","-","ENS","11561","lineatissima","livida","l livida","20-","Mich","Carr. Tolimán-Aquila",18.58245,-103.5198,170,NA,NA,NA,NA,"2","E9",2,"H2","Good",NA,"UH8","60","too low",NA,NA,"G","20-G","ENS11561",NA,"conc after genomiphi (ver sheet selected digestion)"
"46","Disc T NQ",NA,"ANMO","909","guttata","immutabilis","gf-gi Cintalapa-P. Escondido+",NA,"Oax","Parque Nacional Huatulco, Estación de campo “Sabanal”; aprox 2 km hacia el sur de la carretera Pochutla-Huatulco @ aprox km 245 o aprox 6 km por carretera de Huatulco hacia Pochutla",15.7697833333333,-96.1946,NA,NA,NA,NA,NA,"CARD","G6",NA,NA,"Poor. Mostly degraded","3,15","UH6",NA,"73",6.84931506849315,NA,"Bad",NA,NA,NA,NA
"47","Pend NT Q","-","ENS","11544","lineatissima","livida","l livida","20-","Mich","Ostula",18.51,-103.47385,167,NA,NA,NA,NA,"2","F1",2,"H3","Good",NA,"UH8","60","too low",NA,NA,"G","20-G","ENS11544",NA,"conc after genomiphi (ver sheet selected digestion)"
"48","T Q","√","JAC","22199","guttata","immutabilis","gi NW Gro","17-","Gro","Carretera Mex 200-Atoyac, Los Coyotes, 34 m.",17.1618583333333,-100.433877777778,NA,NA,NA,NA,NA,"1","A1",1,"A1","Good","5,7","UH3",">50","150",3.33333333333333,NA,"R","17-R","JAC22199",NA,NA
"49","T Q","√","ANMO","2500","deppii","deppii","dr Huatulco-S Cruz","6-","Oax","Puente Chague, cerca de Huatulco, en carretera Huatulco-Salina Cruz",15.7881666666667,-96.1421388888889,NA,NA,NA,NA,NA,"1","A3",1,"A3","Good. Little degraded dna",NA,"UH2","50","134",3.73134328358209,NA,"R","6-R","ANMO2500",NA,NA
"50","T Q","√","ANMO","911","guttata","immutabilis","gf-gi Cintalapa-P. Escondido+","14-","Oax","Parque Nacional Huatulco, Estación de campo “Sabanal”; aprox 2 km hacia el sur de la carretera Pochutla-Huatulco @ aprox km 245 o aprox 6 km por carretera de Huatulco hacia Pochutla",15.7697833333333,-96.1946,NA,NA,NA,NA,NA,"1","A5",1,"A5","Good. Little degraded dna","3,17","UH3",">50","127",3.93700787401575,NA,"R","14-R","ANMO911",NA,NA
"51","NT Q","√","LDOR","30","deppii","deppii","dr Tab-Camp",NA,"Camp?","Isla del Carmen",NA,NA,NA,NA,NA,"Norma",NA,"1","A7",1,"A7","Good. Little degraded dna","123 JCAM",NA,NA,"118",4.23728813559322,NA,"R",NA,"LDOR30",NA,NA
"52","T Q","√","ANMO","2547","deppii","deppii","dr Tab-Camp","9-","Camp","Emiliano Zapata, cerca de Nuevo Progreso",18.6721388888889,-92.1626111111111,NA,NA,NA,NA,NA,"1","A8",1,"A8","Good. Some degraded dna",NA,"UH2","50","114",4.3859649122807,NA,"R","9-R","ANMO2547",NA,NA
"53","T Q","√","IDF","199","deppii","deppii","dr costa Chis","3-","Chis","Ranchería Barrita de Pajón, carretera Buenavista rumbo a El Zapotal",15.3964166666667,-93.1035555555555,NA,NA,NA,NA,NA,"1","A9",1,"A9","Good. Some degraded dna","1,17","UH4",NA,"110",4.54545454545455,NA,"R","3-R","IDF199",NA,NA
"54","Disc T NQ",NA,"ANMO","952","guttata","immutabilis","gf-gi Cintalapa-P. Escondido+",NA,"Oax","Santa Cruz Bamba",16.0302777777778,-95.4197777777778,NA,NA,NA,NA,NA,"CARD","F2",NA,NA,"Poor. Mostly degraded","3,16","UH3","150","357",1.40056022408964,NA,"Bad",NA,NA,NA,NA
"55","T Q","√","ANMO","2812","deppii","schizophora","db F P Delgada-Tecolutla","13-","Ver","Faro Punta Delgada",19.8572222222222,-96.4630555555556,NA,NA,NA,NA,NA,"1","B1",1,"A10","Good. Little degraded dna","3,27","UH5",NA,"108",4.62962962962963,NA,"R","13-R","ANMO2812",NA,NA
"56","Disc T NQ",NA,"ANMO","1031","guttata","immutabilis","gf-gi Cintalapa-P. Escondido+",NA,"Oax","Al N de Zanatepec; camino de Zanatepec--Agua Caliente?",16.582217,-94.346319,NA,NA,NA,NA,NA,"CARD","H4",NA,NA,"Poor. Mostly degraded","5,16","UH6",NA,"68.599999999999994",7.28862973760933,NA,"Bad",NA,NA,NA,NA
"57","T Q","√","ANMO","2599","deppii","deppii","dr V Rica-L Tejada","10-","Ver","Aprox. 1 km antes de la desviación al Platanillo, viniendo de Lerdo de Tejada",18.67825,-95.5576111111111,NA,NA,NA,NA,NA,"1","B4",1,"B2","Good. Some degraded dna","2,18 y 7,1","UH4",NA,"106",4.71698113207547,NA,"R","10-R","ANMO2599",NA,NA
"58","T Q","√","ANMO","2823","deppii","deppii","dr costa Oax-Chis","4-","Chis","2.4 km del cereso de Tonalá",16.1892222222222,-93.8490833333333,NA,NA,NA,NA,NA,"1","B9",1,"B7","Good","6,36","UH3",NA,"102",4.90196078431373,NA,"R","4-R","ANMO2823",NA,NA
"59","Disc T NQ",NA,"ANMO","1090","lineatissima","exorista","l exo",NA,"Mich","El Taguazal, aprox 25 km por carr de Arteaga hacia Playa Azul",18.2339166666667,-102.247333333333,NA,NA,NA,NA,NA,"CARD","H1",NA,NA,"Poor. Mostly degraded","5,25","UH6",NA,"71.599999999999994",6.98324022346369,NA,"Bad",NA,NA,NA,NA
"60","Disc T NQ",NA,"ANMO","1091","lineatissima","exorista","l exo",NA,"Mich","El Taguazal, aprox 25 km por carr de Arteaga hacia Playa Azul",18.2339166666667,-102.247333333333,NA,NA,NA,NA,NA,"CARD","F5",NA,NA,"Poor. Mostly degraded","5,29","UH3","50","202",2.47524752475248,NA,"Bad",NA,NA,NA,NA
"61","T Q","√","ANMO","2601","deppii","deppii","dr V Rica-L Tejada","10-","Ver","Aprox. 1 km al N de Buenavista, viniendo de Lerdo de Tejada",18.7336111111111,-95.68625,NA,NA,NA,NA,NA,"1","C1",1,"B6","Good","2,8","UH4",NA,"102",4.90196078431373,NA,"R","10-R","ANMO2601",NA,NA
"62","Disc T NQ",NA,"ANMO","1101","lineatissima","exorista","l exo",NA,"Mich","Aprox 10 km por carr de Playa Azul hacia Arteaga",18.0653888888889,-102.309222222222,NA,NA,NA,NA,NA,"CARD","E7",NA,NA,"Poor. Mostly degraded","5,27","UH3","40","1000",0.5,NA,"Bad",NA,NA,NA,NA
"63","T Q","√","ANMO","878","deppii","deppii","db Cacalutla-S Cruz","1-","Oax","Aprox 2 km por carretera hacia Sn. Pedro Orizaba desde la desviación de la carretera 200 Cruz Grande-Pinotepa Nacional (desviación @ aprox 7 km por carretera 200 de Cuajinicuilapa hacia Pinotepa Nacional)",16.4503833333333,-98.3313333333333,NA,NA,NA,NA,NA,"1","C2",1,"B8","Good","3,11","UH3",NA,"100",5,NA,"R","1-R","ANMO878",NA,NA
"64","T Q","√","ANMO","2490","deppii","deppii","db Cacalutla-S Cruz","1-","Oax","Colonia La Cruz, Puerto Escondido",15.82925,-97.0353055555556,NA,NA,NA,NA,NA,"1","C3",1,"B9","Good. Little degraded dna","3,8","UH4",NA,"100",5,NA,"R","1-R","ANMO2490","Podría ser schizophora X deppii? Se complica saber al ser un juvenil.",NA
"65","Disc T Q",NA,"ANMO","1112","lineatissima","livida","l liv",NA,"Mich","Aprox 28 km por carr de Aquila hacia Coalcomán",18.6522777777778,-103.435388888889,NA,NA,NA,NA,NA,"CARD","A1",NA,NA,"Bad. Mostly degraded","2,2","UH3","25","640",0.78125,NA,"Bad",NA,NA,NA,NA
"66","Disc T NQ",NA,"ANMO","1138","lineatissima","livida","l liv",NA,"Mich","Mpio Aquila, Pueblo Nuevo (sobre carr 200 La Placita-Manzanillo)",18.5613,-103.594366666667,NA,NA,NA,NA,NA,"CARD","G9",NA,NA,"Poor. Mostly degraded","5,23","UH7",NA,"72",6.94444444444444,NA,"Bad",NA,NA,NA,NA
"67","T Q","√","ANMO","1011","deppii","deppii","dr Dep C Chis","5-","Chis","Aprox. 1 km desde el puente sobre el Cañón del Sumidero hacia Chiapa de Corzo sobre carr Tuxtla Gutiérrez-Chiapa de Corzo",16.7413888888889,-93.0250555555556,NA,NA,NA,NA,NA,"1","C4",1,"B10","Good. Little degraded dna",NA,"UH2","100","99.8",5.01002004008016,NA,"R","5-R","ANMO1011",NA,"DNA dil"
"68","Disc T NQ",NA,"ANMO","1185","lineatissima","duodecemlineata","ld",NA,"Nay","Mpio San Blas, aprox 1 km E San Blas",21.5191111111111,-105.270027777778,NA,NA,NA,NA,NA,"CARD","H5",NA,NA,"Poor. Mostly degraded","5,19","UH6",NA,"63.4",7.88643533123028,NA,"Bad",NA,NA,NA,NA
"69","Disc T NQ",NA,"ANMO","1186","lineatissima","duodecemlineata","ld",NA,"Nay","Mpio San Blas, aprox 1 km E San Blas",21.5191111111111,-105.270027777778,NA,NA,NA,NA,NA,"CARD","G5",NA,NA,"Poor. Mostly degraded","5,20","UH6",NA,"77",6.49350649350649,NA,"Bad",NA,NA,NA,NA
"70","T Q","√","ANMO","2203","deppii","deppii","db Cacalutla-S Cruz","1-","Oax","San Pedro Juchatengo, terrenos aledaños al rio Atoyac",16.3466666666667,-97.0925833333333,NA,NA,NA,NA,NA,"1","C5",1,"B11","Good. Little degraded dna","1,30","UH4",NA,"99.2",5.04032258064516,NA,"R","1-R","ANMO2203",NA,NA
"71","T Q",NA,"ANMO","2210","deppii","deppii","db Cacalutla-S Cruz","1-","Oax","San Pedro Juchatengo, terrenos aledaños al rio Atoyac",16.3466666666667,-97.0925833333333,NA,NA,NA,NA,NA,"1","C6",1,"B12","Good","2,1","UH4",NA,"99.2",5.04032258064516,NA,"R","1-R","ANMO2210",NA,NA
"72","T Q","√","ANMO","2509","deppii","deppii","db Cacalutla-S Cruz","1-","Oax","Carretera Huatulco-Salina Cruz, antes del Puente Laguna Seca",15.7938055555556,-96.1271388888889,NA,NA,NA,NA,NA,"1","C7",1,"C1","Good. Little degraded dna","3,9","UH4",NA,"99",5.05050505050505,NA,"R","1-R","ANMO2509",NA,NA
"73","T Q","√","UOGV","1002","deppii","deppii","dr Tab-Camp","9-","Tab","Club de Playa Varadero en Paraiso",18.438,-93.2238611111111,NA,NA,NA,NA,NA,"1","D1",1,"C4","Good. Little degraded dna","1,14","UH4",NA,"96",5.20833333333333,NA,"R","9-R","UOGV1002",NA,NA
"74","T Q","√","ANMO","2580","deppii","deppii","dr I Tehuantepec","7-","Ver","Villa de Allende, junto a restaurant Monoboya III",18.1604722222222,-94.3753611111111,NA,NA,NA,NA,NA,"1","D2",1,"C5","Good","3,3","UH4",NA,"95.8",5.21920668058455,NA,"R","7-R","ANMO2580",NA,NA
"75","T Q",NA,"ANMO","2510","deppii","deppii","dr Huatulco-S Cruz","6-","Oax","Carretera Huatulco-Salina Cruz, antes del Puente Laguna Seca",15.7938055555556,-96.1271388888889,NA,NA,NA,NA,NA,"1","D3",1,"C6","Good. Little degraded dna","2,10","UH4",NA,"95.2",5.25210084033613,NA,"R","6-R","ANMO2510",NA,NA
"76","T Q",NA,"ANMO","2574","deppii","deppii","dr Tab-Camp","9-","Tab","Bateria No. 5 de Pemex, en El Yucateco",18.21375,-94.0126944444444,NA,NA,NA,NA,NA,"1","D4",1,"C7","Good. Little degraded dna","2,22 y 7,5","UH4",NA,"95",5.26315789473684,NA,"R","9-R","ANMO2574",NA,NA
"77","T Q",NA,"ANMO","2502","deppii","deppii","dr Huatulco-S Cruz","6-","Oax","Puente Chague, cerca de Huatulco, en carretera Huatulco-Salina Cruz",15.7881666666667,-96.1421388888889,NA,NA,NA,NA,NA,"1","D5",1,"C8","Good","2,9","UH4",NA,"94.4",5.29661016949153,NA,"R","6-R","ANMO2502",NA,NA
"78","T Q",NA,"MVZ","204070","deppii","deppii","db Chis-Costa Rica","2-","CR","Guanacaste, Playa Ocotal",10.55,-85.73333,NA,NA,NA,NA,NA,"1","D6",1,"C9","Good","1,28","UH3",NA,"93.8",5.33049040511727,NA,"R","2-R","MVZ204070",NA,NA
"79","T Q",NA,"JAC","23145","guttata","immutabilis","gf-gi Cintalapa-P. Escondido+","14-","Oax","Area Santo Domingo Tehuantepec-Alvaro Obregon, 40 m",16.299814,-95.138186,NA,NA,NA,NA,NA,"1","D7",1,"C10","Good. Little degraded dna","5,17","UH6",NA,"92.8",5.38793103448276,NA,"R","14-R","JAC23145",NA,NA
"80","Disc NT Q",NA,"ANMO","2520","deppii","deppii",NA,NA,"Oax","Río La Gringa, El Morro",16.0921388888889,-95.4053333333333,NA,NA,NA,NA,NA,"CARD","B8",NA,NA,"Bad. Very little","4,15",NA,"70","too low",NA,NA,"Bad",NA,NA,"DNA diluido",NA
