"","Extended Summary Data","Catalog Prefix","Catalog Number","Current Qualified Name","Identification comments","Type Status","Determiner","Date Identified","Sex","Stage","Habitat/Microhabitat","Continent","Country","Province/State/Territory","District/County/Shire","Township","Precise/Location","Site Name","Verbatim Elevation","Elevation (From—Met)","Elevation (From—Ft)","Elevation (To—Met)","Elevation (To—Ft)","Latitude (Centroid—DMS)","Latitude (Centroid—Dec)","Longitude (Centroid—DMS)","Longitude (Centroid—Dec)","Lat-Long Notes","Collector String","Expedition Name/Date","Collection Date (from)","Collection Date (to)","Verbatim Collection Date","“Original” locality data","Deaccessioned?...35","Collector Number","Other Numbers: Kind","Other Numbers: Source","Other Numbers: Value","Note","Note Type","Deaccessioned?...42","Tissue Source","Tissue Other Numbers","AMCC Number","Storage Medium","Preservation History"
"226","R134977: Aspidoscelis gularis gularis; Teiidae; [Fluid] Corpus; [Tissue] {FT 1479}; North America: United States: Texas: Reeves: 2.7 mi (via TX hwy 17) SW Balmorhea: 16 May 1985 - 18 May 1985; Charles J. Cole (JC 5092)","R",134977,"Aspidoscelis gularis gularis",NA,NA,NA,NA,"Female",NA,NA,"North America","United States","Texas","Reeves",NA,"2.7 mi (via TX hwy 17) SW Balmorhea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1985-05-16,1985-05-18,NA,"USA: Texas: Reeves: 2.7 mi (via TX hwy 17) SW Balmorhea","No","JC 5092",NA,NA,NA,"Toe clip (RR-1,LR-2,RF-2,LF-2)","Toe clip",NA,NA,"FT 1479",112078,NA,NA
"227","R126907: Aspidoscelis gularis septemvittata; Teiidae; [Fluid] Corpus; [Tissue] {FT 591}; North America: United States: Texas: Brewster: 17.4 mi (by US 385) S Marathon: 18 May 1983 - 18 May 1983; Charles J. Cole (JC 4339)","R",126907,"Aspidoscelis gularis septemvittata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Texas","Brewster",NA,"17.4 mi (by US 385) S Marathon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-05-18,1983-05-18,NA,"USA: Texas: Brewster: 17.4 mi (by US 385) S Marathon","No","JC 4339",NA,NA,NA,NA,NA,NA,NA,"FT 591",104632,NA,NA
"228","R133254: Aspidoscelis gularis septemvittata; Teiidae; [Fluid] Corpus; [Tissue] {FT 1700}; North America: United States: Texas: Brewster: North Rosillos Mts Preserve (Nature Conservancy) 4.5 mi N, 2 mi W (airline) Rosillos Peak: 3100 ft elev: 2 Jun 1988 - 2 Jun 1988; Charles J. Cole & Carol R. Townsend (JC 5388)","R",133254,"Aspidoscelis gularis septemvittata",NA,NA,NA,NA,"Male",NA,"Limestone hills behind airstrip lodge","North America","United States","Texas","Brewster",NA,"North Rosillos Mts Preserve (Nature Conservancy) 4.5 mi N, 2 mi W (airline) Rosillos Peak",NA,"3100 ft",945,3100,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1988-06-02,1988-06-02,NA,"USA: Texas: Brewster: North Rosillos Mts Preserve (Nature Conservancy) 4.5 mi N, 2 mi W (airline) Rosillos Peak, 3100 ft","No","JC 5388",NA,NA,NA,NA,NA,NA,NA,"FT 1700",112651,NA,NA
"229","R148419: Aspidoscelis gularis x laredoensis; Teiidae; [Fluid] Corpus; [Tissue] {FT 2359}; North America: United States: Texas: Hidalgo: Bentsen Rio Grande Valley State Park, just outside of park boundary along side trail that leads off to the west of the Rio Grande R trail near the river: 26 May 1997 - 26 May 1997; Mark A. Paulissen","R",148419,"Aspidoscelis gularis x laredoensis",NA,NA,NA,NA,"Female",NA,NA,"North America","United States","Texas","Hidalgo",NA,"Bentsen Rio Grande Valley State Park, just outside of park boundary along side trail that leads off to the west of the Rio Grande R trail near the river",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mark A. Paulissen",NA,1997-05-26,1997-05-26,NA,"USA: Texas: Hidalgo: Bentsen - Rio Grande Valley State Park, just outside of park boundary along side trail that leads off to the west of the Rio Grande R trail near the river","No",NA,NA,NA,NA,NA,NA,NA,NA,"FT 2359",106101,NA,NA
"230","R148420: Aspidoscelis gularis x laredoensis; Teiidae; [Fluid] Corpus; [Tissue] {FT 2353}; North America: United States: Texas: Hidalgo: Los Ebanos, between town  and Rio Grande: 4 Mar 2000 - 4 Mar 2000; Mark A. Paulissen","R",148420,"Aspidoscelis gularis x laredoensis",NA,NA,NA,NA,"Male",NA,NA,"North America","United States","Texas","Hidalgo",NA,"Los Ebanos, between town  and Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mark A. Paulissen",NA,2000-03-04,2000-03-04,NA,"USA: Texas: Hidalgo: Los Ebanos, between town  and Rio Grande","No",NA,NA,NA,NA,NA,NA,NA,NA,"FT 2353",102006,NA,NA
"231","R148421: Aspidoscelis gularis x laredoensis; Teiidae; [Fluid] Corpus; [Tissue] {FT 2352}; North America: United States: Texas: Starr: La Grulla: 24 Mar 2000 - 24 Mar 2000; Mark A. Paulissen","R",148421,"Aspidoscelis gularis x laredoensis",NA,NA,NA,NA,"Male",NA,NA,"North America","United States","Texas","Starr",NA,"La Grulla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mark A. Paulissen",NA,2000-03-24,2000-03-24,NA,"USA: Texas: Starr: La Grulla","No",NA,NA,NA,NA,"Toe clip (LF-5)","Toe clip",NA,NA,"FT 2352",102005,NA,NA
"232","R503181: Aspidoscelis guttata; Teiidae; det. Herp Lab Staff/2017; [Tissue] {MX5-22}; North America: Mexico: Guerrero: Sierra de Malinaltepec, Rancho Viejo: 883 m -  m elev: Jonathan A. Campbell (JAC 22134)","R",503181,"Aspidoscelis guttata",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Guerrero",NA,NA,"Sierra de Malinaltepec, Rancho Viejo",NA,NA,883,2897,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Guerrero: Sierra de Malinaltepec, Rancho Viejo, 883 m.","No","JAC 22134",NA,NA,NA,NA,NA,NA,NA,"MX5-22",118041,NA,NA
"233","R503182: Aspidoscelis guttata; Teiidae; det. Herp Lab Staff/2017; [Tissue] {MX5-21}; North America: Mexico: Guerrero: Sierra de Malinaltepec, Rancho Viejo: 883 m -  m elev: Jonathan A. Campbell (JAC 22135)","R",503182,"Aspidoscelis guttata",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Guerrero",NA,NA,"Sierra de Malinaltepec, Rancho Viejo",NA,NA,883,2897,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Guerrero: Sierra de Malinaltepec, Rancho Viejo, 883 m.","No","JAC 22135",NA,NA,NA,NA,NA,NA,NA,"MX5-21",118040,NA,NA
"234","R503183: Aspidoscelis guttata; Teiidae; det. Herp Lab Staff/2017; [Tissue] {AMCC 118039, AMCC 118049, MX5-20, MX5-30}; North America: Mexico: Guerrero: Area above Chichihualco: 1505 m -  m elev: Jonathan A. Campbell (JAC 22176)","R",503183,"Aspidoscelis guttata",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Guerrero",NA,NA,"Area above Chichihualco",NA,NA,1505,4938,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Guerrero: Area above Chichihualco, 1505 m.","No","JAC 22176",NA,NA,NA,NA,NA,NA,NA,"AMCC 118039, AMCC 118049, MX5-20, MX5-30",118039,NA,NA
"235","R503184: Aspidoscelis guttata; Teiidae; det. Herp Lab Staff/2017; [Tissue] {MX5-13}; North America: Mexico: Guerrero: Area above Chichihualco: 1505 m -  m elev: Jonathan A. Campbell (JAC 22177)","R",503184,"Aspidoscelis guttata",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Guerrero",NA,NA,"Area above Chichihualco",NA,NA,1505,4938,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Guerrero: Area above Chichihualco, 1505 m.","No","JAC 22177",NA,NA,NA,NA,NA,NA,NA,"MX5-13",118032,NA,NA
"236","R503179: Aspidoscelis guttata; Teiidae; det. Herp Lab Staff/2017; [Tissue] Muscle {MX1-49}; North America: Mexico: Oaxaca: 1.6 mi NW Totolapan: 1100 m -  m elev: Jonathan A. Campbell (JAC 21197)","R",503179,"Aspidoscelis guttata",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Oaxaca",NA,NA,"1.6 mi NW Totolapan",NA,NA,1100,3609,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Oaxaca: 1.6 mi NW Totolapan, 1100m","No","JAC 21197",NA,NA,NA,NA,NA,NA,"Muscle","MX1-49",117799,NA,NA
"237","R503180: Aspidoscelis guttata; Teiidae; det. Herp Lab Staff/2017; [Tissue] Muscle {MX2-35}; North America: Mexico: Oaxaca: Carretera Huatulco-Salina Cruz Tapanala: 40 m -  m elev: Jonathan A. Campbell (JAC 21451)","R",503180,"Aspidoscelis guttata",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Oaxaca",NA,NA,"Carretera Huatulco-Salina Cruz Tapanala",NA,NA,40,131,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Oaxaca: Carretera Huatulco-Salina Cruz Tapanala, 40m","No","JAC 21451",NA,NA,NA,NA,NA,NA,"Muscle","MX2-35",117858,NA,NA
"238","R126849: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 483}; North America: United States: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring: 5500 ft elev: 21 Jul 1982 - 22 Jul 1982; Charles J. Cole (JC 4183)","R",126849,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring",NA,"5500 ft",1676,5500,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-21,1982-07-22,NA,"USA: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring, 5500 ft","No","JC 4183","Karyotype","KF",818,NA,NA,NA,NA,"FT 483",113858,NA,NA
"239","R126850: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 484}; North America: United States: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring: 5500 ft elev: 21 Jul 1982 - 22 Jul 1982; Charles J. Cole (JC 4184)","R",126850,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring",NA,"5500 ft",1676,5500,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-21,1982-07-22,NA,"USA: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring, 5500 ft","No","JC 4184","Karyotype","KF",819,NA,NA,NA,NA,"FT 484",113859,NA,NA
"240","R126855: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 512, AMCC 104625, AMCC 113862}; North America: United States: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring: 5500 ft elev: 21 Jul 1982 - 22 Jul 1982; Charles J. Cole (JC 4189)","R",126855,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring",NA,"5500 ft",1676,5500,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-21,1982-07-22,NA,"USA: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring, 5500 ft","No","JC 4189",NA,NA,NA,NA,NA,NA,NA,"FT 512, AMCC 104625, AMCC 113862",104625,NA,NA
"241","R126856: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 513}; North America: United States: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring: 5500 ft elev: 21 Jul 1982 - 22 Jul 1982; Charles J. Cole (JC 4190)","R",126856,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring",NA,"5500 ft",1676,5500,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-21,1982-07-22,NA,"USA: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring, 5500 ft","No","JC 4190",NA,NA,NA,NA,NA,NA,NA,"FT 513",113863,NA,NA
"242","R126858: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 482}; North America: United States: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring: 5500 ft elev: 21 Jul 1982 - 22 Jul 1982; Charles J. Cole (JC 4196)","R",126858,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring",NA,"5500 ft",1676,5500,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-21,1982-07-22,NA,"USA: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring, 5500 ft","No","JC 4196",NA,NA,NA,NA,NA,NA,NA,"FT 482",113857,NA,NA
"243","R126859: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 489}; North America: United States: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring: 5500 ft elev: 21 Jul 1982 - 22 Jul 1982; Charles J. Cole (JC 4197)","R",126859,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring",NA,"5500 ft",1676,5500,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-21,1982-07-22,NA,"USA: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring, 5500 ft","No","JC 4197","Karyotype","KF",821,NA,NA,NA,NA,"FT 489",113860,NA,NA
"244","R126860: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 490}; North America: United States: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring: 5500 ft elev: 21 Jul 1982 - 22 Jul 1982; Charles J. Cole (JC 4198)","R",126860,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring",NA,"5500 ft",1676,5500,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-21,1982-07-22,NA,"USA: Arizona: Gila: Mazatzal Mts, ca 2 mi (airline) N Four Peaks, Pigeon Spring, 5500 ft","No","JC 4198","Karyotype","KF",822,NA,NA,NA,NA,"FT 490",113861,NA,NA
"245","R126861: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 863}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4623)","R",126861,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4623","Karyotype","KF",906,NA,NA,NA,NA,"FT 863",113870,NA,NA
"246","R126862: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 864}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4624)","R",126862,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4624","Karyotype","KF",907,NA,NA,NA,NA,"FT 864",113871,NA,NA
"247","R126863: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 866}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4625)","R",126863,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4625",NA,NA,NA,NA,NA,NA,NA,"FT 866",113873,NA,NA
"248","R126864: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 867}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4626)","R",126864,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4626",NA,NA,NA,NA,NA,NA,NA,"FT 867",113874,NA,NA
"249","R126865: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 882}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4627)","R",126865,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4627",NA,NA,NA,NA,NA,NA,NA,"FT 882",113876,NA,NA
"250","R126866: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 865}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4628)","R",126866,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4628","Karyotype","KF",908,NA,NA,NA,NA,"FT 865",113872,NA,NA
"251","R126867: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 861}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4629)","R",126867,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4629",NA,NA,NA,NA,NA,NA,NA,"FT 861",113869,NA,NA
"252","R126868: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 862}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4630)","R",126868,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4630",NA,NA,NA,NA,NA,NA,NA,"FT 862",112100,NA,NA
"253","R126869: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 874}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4631)","R",126869,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4631",NA,NA,NA,NA,NA,NA,NA,"FT 874",112630,NA,NA
"254","R126870: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 875}; North America: United States: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4632)","R",126870,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US Hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US Hwy 89) S Gray Mountain, 6000 ft","No","JC 4632",NA,NA,NA,NA,NA,NA,NA,"FT 875",113875,NA,NA
"255","R134995: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 1204, AMCC 104628, AMCC 113877}; North America: United States: Arizona: Gila: Mazatzal Mountains, ca 2 mi (airline) N Four Peaks, Pigeon Spring: 5500 ft elev: 21 Jul 1982 - 22 Jul 1982; Charles J. Cole (JC 4192)","R",134995,"Aspidoscelis inornata",NA,NA,NA,NA,"Male",NA,NA,"North America","United States","Arizona","Gila",NA,"Mazatzal Mountains, ca 2 mi (airline) N Four Peaks, Pigeon Spring",NA,"5500 ft",1676,5500,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-21,1982-07-22,NA,"USA: Arizona: Gila: Mazatzal Mountains, ca 2 mi (airline) N Four Peaks, Pigeon Spring, 5500 ft","No","JC 4192",NA,NA,NA,NA,NA,NA,NA,"FT 1204, AMCC 104628, AMCC 113877",104628,NA,NA
"256","R136829: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 2128}; North America: United States: Arizona: Coconino: 4 mi N Meteor Crater: 20 Jul 1990 - 20 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5899)","R",136829,"Aspidoscelis inornata",NA,NA,NA,NA,"Male",NA,NA,"North America","United States","Arizona","Coconino",NA,"4 mi N Meteor Crater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-20,1990-07-20,NA,"USA: Arizona: Coconino: 4 mi N Meteor Crater","No","JC 5899","Karyotype","KF",1162,NA,NA,NA,NA,"FT 2128",113889,NA,NA
"257","R136830: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 2129}; North America: United States: Arizona: Coconino: 4 mi N Meteor Crater: 20 Jul 1990 - 20 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5900)","R",136830,"Aspidoscelis inornata",NA,NA,NA,NA,"Female",NA,NA,"North America","United States","Arizona","Coconino",NA,"4 mi N Meteor Crater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-20,1990-07-20,NA,"USA: Arizona: Coconino: 4 mi N Meteor Crater","No","JC 5900","Karyotype","KF",1163,NA,NA,NA,NA,"FT 2129",113890,NA,NA
"258","R136858: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2117}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5910)","R",136858,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5910",NA,NA,NA,NA,NA,NA,NA,"FT 2117",113523,NA,NA
"259","R136859: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2118}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5911)","R",136859,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5911",NA,NA,NA,NA,NA,NA,NA,"FT 2118",112661,NA,NA
"260","R136860: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2119}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5912)","R",136860,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5912",NA,NA,NA,NA,NA,NA,NA,"FT 2119",113768,NA,NA
