"","Extended Summary Data","Catalog Prefix","Catalog Number","Current Qualified Name","Identification comments","Type Status","Determiner","Date Identified","Sex","Stage","Habitat/Microhabitat","Continent","Country","Province/State/Territory","District/County/Shire","Township","Precise/Location","Site Name","Verbatim Elevation","Elevation (From—Met)","Elevation (From—Ft)","Elevation (To—Met)","Elevation (To—Ft)","Latitude (Centroid—DMS)","Latitude (Centroid—Dec)","Longitude (Centroid—DMS)","Longitude (Centroid—Dec)","Lat-Long Notes","Collector String","Expedition Name/Date","Collection Date (from)","Collection Date (to)","Verbatim Collection Date","“Original” locality data","Deaccessioned?...35","Collector Number","Other Numbers: Kind","Other Numbers: Source","Other Numbers: Value","Note","Note Type","Deaccessioned?...42","Tissue Source","Tissue Other Numbers","AMCC Number","Storage Medium","Preservation History"
"1573","R127233: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 878}; North America: United States: Arizona: Coconino: 9.3 mi (by US hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4635)","R",127233,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US hwy 89) S Gray Mountain, 6000 ft","No","JC 4635","Karyotype","KF",917,NA,NA,NA,NA,"FT 878",114369,NA,NA
"1574","R127235: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 880}; North America: United States: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona: 4900 ft elev: 3 Aug 1983 - 3 Aug 1983; Charles J. Cole (JC 4637)","R",127235,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona",NA,"4900 ft",1494,4900,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-03,1983-08-03,NA,"USA: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona, 4900 ft","No","JC 4637","Karyotype","KF",919,NA,NA,NA,NA,"FT 880",114446,NA,NA
"1575","R127236: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 881}; North America: United States: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona: 4900 ft elev: 3 Aug 1983 - 3 Aug 1983; Charles J. Cole (JC 4638)","R",127236,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona",NA,"4900 ft",1494,4900,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-03,1983-08-03,NA,"USA: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona, 4900 ft","No","JC 4638","Karyotype","KF",920,NA,NA,NA,NA,"FT 881",114370,NA,NA
"1576","R127237: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Tissue] {FT 883}; North America: United States: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona: 4900 ft elev: 3 Aug 1983 - 3 Aug 1983; Charles J. Cole (JC 4639)","R",127237,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona",NA,"4900 ft",1494,4900,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-03,1983-08-03,NA,"USA: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona, 4900 ft","No","JC 4639",NA,NA,NA,NA,NA,NA,NA,"FT 883",114371,NA,NA
"1577","R127238: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 884}; North America: United States: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona: 4900 ft elev: 3 Aug 1983 - 3 Aug 1983; Charles J. Cole (JC 4640)","R",127238,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona",NA,"4900 ft",1494,4900,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-03,1983-08-03,NA,"USA: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona, 4900 ft","No","JC 4640","Karyotype","KF",921,NA,NA,NA,NA,"FT 884",114447,NA,NA
"1578","R127239: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 885}; North America: United States: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona: 4900 ft elev: 3 Aug 1983 - 3 Aug 1983; Charles J. Cole (JC 4641)","R",127239,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona",NA,"4900 ft",1494,4900,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-03,1983-08-03,NA,"USA: Arizona: Coconino: Grasshopper Point Recreation Site, 2 mi (by US 89A) N Sedona, 4900 ft","No","JC 4641","Karyotype","KF",922,NA,NA,NA,NA,"FT 885",114372,NA,NA
"1579","R127240: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 873}; North America: United States: Arizona: Mohave: Cottonwood Mts, 0.9 mi (by Willows Ranch Rd) NE hwy I-40 [ca 37 mi by I-40 E Kingman]: 4850 ft elev: 4 Aug 1983 - 4 Aug 1983; Charles J. Cole (JC 4647)","R",127240,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Mohave",NA,"Cottonwood Mts, 0.9 mi (by Willows Ranch Rd) NE hwy I-40 [ca 37 mi by I-40 E Kingman]",NA,"4850 ft",1478,4850,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-04,1983-08-04,NA,"USA: Arizona: Mohave: Cottonwood Mts, 0.9 mi (by Willows Ranch Rd) NE hwy I-40, 4850 ft","No","JC 4647","Karyotype","KF",914,NA,NA,NA,NA,"FT 873",116567,NA,NA
"1580","R127241: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 886}; North America: United States: Arizona: Mohave: Cottonwood Mts, 0.9 mi (by Willows Ranch Rd) NE hwy I-40 [ca 37 mi by I-40 E Kingman]: 4850 ft elev: 4 Aug 1983 - 4 Aug 1983; Charles J. Cole (JC 4648)","R",127241,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Mohave",NA,"Cottonwood Mts, 0.9 mi (by Willows Ranch Rd) NE hwy I-40 [ca 37 mi by I-40 E Kingman]",NA,"4850 ft",1478,4850,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-04,1983-08-04,NA,"USA: Arizona: Mohave: Cottonwood Mts, 0.9 mi (by Willows Ranch Rd) NE hwy I-40, 4850 ft","No","JC 4648","Karyotype","KF",923,NA,NA,NA,NA,"FT 886",114448,NA,NA
"1581","R127242: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 887}; North America: United States: Arizona: Yavapai: 12.0 mi (by US 89) SW Prescott: 5400 ft elev: 5 Aug 1983 - 5 Aug 1983; Charles J. Cole (JC 4649)","R",127242,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"12.0 mi (by US 89) SW Prescott",NA,"5400 ft",1646,5400,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-05,1983-08-05,NA,"USA: Arizona: Yavapai: 12.0 mi (by US 89) SW Prescott, 5400 ft","No","JC 4649","Karyotype","KF",924,NA,NA,NA,NA,"FT 887",116568,NA,NA
"1582","R127243: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 888}; North America: United States: Arizona: Yavapai: 12.0 mi (by US 89) SW Prescott: 5400 ft elev: 5 Aug 1983 - 5 Aug 1983; Charles J. Cole (JC 4652)","R",127243,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"12.0 mi (by US 89) SW Prescott",NA,"5400 ft",1646,5400,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-05,1983-08-05,NA,"USA: Arizona: Yavapai: 12.0 mi (by US 89) SW Prescott, 5400 ft","No","JC 4652","Karyotype","KF",925,NA,NA,NA,NA,"FT 888",116569,NA,NA
"1583","R127244: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 889}; North America: United States: Arizona: Yavapai: 12.0 mi (by US 89) SW Prescott: 5400 ft elev: 5 Aug 1983 - 5 Aug 1983; Charles J. Cole (JC 4653)","R",127244,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"12.0 mi (by US 89) SW Prescott",NA,"5400 ft",1646,5400,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-05,1983-08-05,NA,"USA: Arizona: Yavapai: 12.0 mi (by US 89) SW Prescott, 5400 ft","No","JC 4653","Karyotype","KF",926,NA,NA,NA,NA,"FT 889",116577,NA,NA
"1584","R127245: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 891}; North America: United States: Arizona: Yavapai: 12.0 mi (by US 89) SW Prescott: 5400 ft elev: 5 Aug 1983 - 5 Aug 1983; Charles J. Cole (JC 4654)","R",127245,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"12.0 mi (by US 89) SW Prescott",NA,"5400 ft",1646,5400,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-05,1983-08-05,NA,"USA: Arizona: Yavapai: 12.0 mi (by US 89) SW Prescott, 5400 ft","No","JC 4654","Karyotype","KF",928,NA,NA,NA,NA,"FT 891",116537,NA,NA
"1585","R128308: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 942}; North America: United States: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe: 5450 ft elev: 16 Jun 1984 - 16 Jun 1984; Charles J. Cole (JC 4913)","R",128308,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe",NA,"5450 ft",1661,5450,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-16,1984-06-16,NA,"USA: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe, 5450 ft","No","JC 4913","Karyotype","KF",967,NA,NA,NA,NA,"FT 942",114378,NA,NA
"1586","R128309: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 943}; North America: United States: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe: 5450 ft elev: 16 Jun 1984 - 16 Jun 1984; Charles J. Cole (JC 4914)","R",128309,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe",NA,"5450 ft",1661,5450,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-16,1984-06-16,NA,"USA: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe, 5450 ft","No","JC 4914","Karyotype","KF",968,NA,NA,NA,NA,"FT 943",114379,NA,NA
"1587","R128310: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 944}; North America: United States: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe: 5450 ft elev: 16 Jun 1984 - 16 Jun 1984; Charles J. Cole (JC 4915)","R",128310,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe",NA,"5450 ft",1661,5450,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-16,1984-06-16,NA,"USA: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe, 5450 ft","No","JC 4915","Karyotype","KF",969,NA,NA,NA,NA,"FT 944",114380,NA,NA
"1588","R128312: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 948}; North America: United States: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe: 5450 ft elev: 16 Jun 1984 - 16 Jun 1984; Charles J. Cole (JC 4917)","R",128312,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe",NA,"5450 ft",1661,5450,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-16,1984-06-16,NA,"USA: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe, 5450 ft","No","JC 4917","Karyotype","KF",973,NA,NA,NA,NA,"FT 948",114381,NA,NA
"1589","R128313: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 957}; North America: United States: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe: 5450 ft elev: 16 Jun 1984 - 16 Jun 1984; Charles J. Cole (JC 4918)","R",128313,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe",NA,"5450 ft",1661,5450,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-16,1984-06-16,NA,"USA: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe, 5450 ft","No","JC 4918","Karyotype","KF",980,NA,NA,NA,NA,"FT 957",114382,NA,NA
"1590","R128314: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Tissue] {FT 959}; North America: United States: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe: 5450 ft elev: 16 Jun 1984 - 16 Jun 1984; Charles J. Cole (JC 4919)","R",128314,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe",NA,"5450 ft",1661,5450,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-16,1984-06-16,NA,"USA: Arizona: Gila: vic Rose Creek Campground, Sierra Ancha Mts, 41.5 mi (by US Hwy 60, AZ Hwy 88, AZ Hwy 288) NNW Globe, 5450 ft","No","JC 4919",NA,NA,NA,NA,NA,NA,NA,"FT 959",114451,NA,NA
"1591","R128315: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 952}; North America: United States: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park: 6100 ft elev: 18 Jun 1984 - 18 Jun 1984; Charles J. Cole (JC 4924)","R",128315,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Apache",NA,"17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park",NA,"6100 ft",1859,6100,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-18,1984-06-18,NA,"USA: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park, 6100 ft","No","JC 4924","Karyotype","KF",975,NA,NA,NA,NA,"FT 952",116543,NA,NA
"1592","R128316: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 953}; North America: United States: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park: 6100 ft elev: 18 Jun 1984 - 18 Jun 1984; Charles J. Cole (JC 4925)","R",128316,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Apache",NA,"17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park",NA,"6100 ft",1859,6100,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-18,1984-06-18,NA,"USA: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park, 6100 ft","No","JC 4925","Karyotype","KF",976,NA,NA,NA,NA,"FT 953",104700,NA,NA
"1593","R128317: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 954}; North America: United States: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park: 6100 ft elev: 18 Jun 1984 - 18 Jun 1984; Charles J. Cole (JC 4926)","R",128317,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Apache",NA,"17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park",NA,"6100 ft",1859,6100,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-18,1984-06-18,NA,"USA: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park, 6100 ft","No","JC 4926","Karyotype","KF",977,NA,NA,NA,NA,"FT 954",116544,NA,NA
"1594","R128318: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 955}; North America: United States: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park: 6100 ft elev: 18 Jun 1984 - 18 Jun 1984; Charles J. Cole (JC 4927)","R",128318,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Apache",NA,"17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park",NA,"6100 ft",1859,6100,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-18,1984-06-18,NA,"USA: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park, 6100 ft","No","JC 4927","Karyotype","KF",978,NA,NA,NA,NA,"FT 955",116545,NA,NA
"1595","R128319: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 956}; North America: United States: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park: 6100 ft elev: 18 Jun 1984 - 18 Jun 1984; Charles J. Cole (JC 4928)","R",128319,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Apache",NA,"17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park",NA,"6100 ft",1859,6100,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-18,1984-06-18,NA,"USA: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park, 6100 ft","No","JC 4928","Karyotype","KF",979,NA,NA,NA,NA,"FT 956",116578,NA,NA
"1596","R128320: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Tissue] {FT 960}; North America: United States: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park: 6100 ft elev: 18 Jun 1984 - 18 Jun 1984; Charles J. Cole (JC 4929)","R",128320,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Apache",NA,"17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park",NA,"6100 ft",1859,6100,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-18,1984-06-18,NA,"USA: Arizona: Apache: 17.3 mi (by US Hwy 180) N Springerville, Lyman Lake State Park, 6100 ft","No","JC 4929",NA,NA,NA,NA,NA,NA,NA,"FT 960",116546,NA,NA
"1597","R128321: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 915}; North America: United States: Arizona: Yavapai: 24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W: 4850 ft elev: 1 Jun 1984 - 1 Jun 1984; Charles J. Cole (JC 4883)","R",128321,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W",NA,"4850 ft",1478,4850,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-01,1984-06-01,NA,"USA: Arizona: Yavapai: 24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W, 4850 ft","No","JC 4883","Karyotype","KF",941,NA,NA,NA,NA,"FT 915",116538,NA,NA
"1598","R128322: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 916}; North America: United States: Arizona: Yavapai: 24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W: 4850 ft elev: 1 Jun 1984 - 1 Jun 1984; Charles J. Cole (JC 4884)","R",128322,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W",NA,"4850 ft",1478,4850,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-01,1984-06-01,NA,"USA: Arizona: Yavapai: 24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W, 4850 ft","No","JC 4884","Karyotype","KF",942,NA,NA,NA,NA,"FT 916",116539,NA,NA
"1599","R128323: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 917}; North America: United States: Arizona: Yavapai: 24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W: 4850 ft elev: 1 Jun 1984 - 1 Jun 1984; Charles J. Cole (JC 4885)","R",128323,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W",NA,"4850 ft",1478,4850,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-01,1984-06-01,NA,"USA: Arizona: Yavapai: 24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W, 4850 ft","No","JC 4885","Karyotype","KF",943,NA,NA,NA,NA,"FT 917",116540,NA,NA
"1600","R128324: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 918}; North America: United States: Arizona: Yavapai: 24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W: 4850 ft elev: 1 Jun 1984 - 1 Jun 1984; Charles J. Cole (JC 4886)","R",128324,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W",NA,"4850 ft",1478,4850,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-01,1984-06-01,NA,"USA: Arizona: Yavapai: 24.5 mi (by Williamson Valley Rd) NNW Prescott, then 6.7 (by rd to Camp Wood) W, 4850 ft","No","JC 4886","Karyotype","KF",944,NA,NA,NA,NA,"FT 918",116541,NA,NA
"1601","R128325: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 930}; North America: United States: Arizona: Yavapai: Bradshaw Mts, 5.0 mi (by rd to Crown King) WSW Cleator (ca 20 mi S, 10 mi E (air) Prescott): 4600 ft elev: 3 Jun 1984 - 3 Jun 1984; Charles J. Cole (JC 4889)","R",128325,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Yavapai",NA,"Bradshaw Mts, 5.0 mi (by rd to Crown King) WSW Cleator (ca 20 mi S, 10 mi E (air) Prescott)",NA,"4600 ft",1402,4600,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1984-06-03,1984-06-03,NA,"USA: Arizona: Yavapai: Bradshaw Mts, 5.0 mi (by rd to Crown King) WSW Cleator (ca 20 mi S, 10 mi E (air) Prescott), 4600 ft","No","JC 4889","Karyotype","KF",955,NA,NA,NA,NA,"FT 930",116542,NA,NA
"1602","R136817: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 2023}; North America: United States: Arizona: Navajo: Moenkopi Wash, Indian Hwy 41 (=4), 12.0 mi SE junction with US hwy 160 [SE Black Mesa]: 19 Jun 1990 - 19 Jun 1990; Charles J. Cole & Carol R. Townsend (JC 5790)","R",136817,"Aspidoscelis velox",NA,NA,NA,NA,"Female",NA,NA,"North America","United States","Arizona","Navajo",NA,"Moenkopi Wash, Indian Hwy 41 (=4), 12.0 mi SE junction with US hwy 160 [SE Black Mesa]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-06-19,1990-06-19,NA,"USA: Arizona: Navajo: Moenkopi Wash, Indian Hwy 41 (=4), 12.0 mi SE junction with US hwy 160","No","JC 5790","Karyotype","KF",1144,NA,NA,NA,NA,"FT 2023",114417,NA,NA
