"","ID","...2","...3","Colector","# colector","Especie","Subespecie","Type loc","Clado","Estado","Municipio","Localidad","Latitud","Longitud","Elevación","Sexo","Edad","ExtractionLibro","ExtractionSample","Box","Cell","Q hmw","Q deg","Photo","Vol","ng/μl","ul p/500 ng","Comentarios","Status","Sample","...31"
"1",1,"√",NA,"UOGV","1528","calidipes",NA,"√",NA,"Michoacán","La Huacana","Carr. Nueva Italia-Arteaga, Puente Capirio","18.853222222222225","-102.14205555555556","171","?",NA,"Sandra",NA,1,"I3","High","No","1","100","44.6",11.2107623318386,NA,"R","Extraction",NA
"2",1,NA,NA,"UOGV","1528","calidipes",NA,"√",NA,"Michoacán","La Huacana","Carr. Nueva Italia-Arteaga, Puente Capirio","18.853222222222225","-102.14205555555556","171","?",NA,NA,NA,3,"G4",NA,NA,NA,NA,NA,NA,NA,"superfluous bkp","Tissue",NA
"3",2,"√",NA,"ANMO","3084","calidipes",NA,NA,NA,"Michoacán","Huetamo","Camino de Huetamo a San Jerónimo","18.542777777777779","-101.26991666666666","214","?",NA,"A5","6.9",2,"A6","Low","Low","2","150","41.2",12.1359223300971,NA,"R","Extraction",NA
"4",2,NA,NA,"ANMO","3092","calidipes",NA,NA,NA,"Michoacán","Huetamo","Alrededores de San Jerónimo; salida del pueblo hacia Churumuco","18.532638888888886","-101.33202777777777","198","?",NA,NA,NA,3,"B2",NA,NA,NA,NA,NA,NA,NA,NA,"Tissue",NA
"5",3,"√",NA,"ANMO","1076","calidipes",NA,NA,NA,"Michoacán","Arteaga","Las Cañas, sobre carr libre Nueva Italia--Lázaro Cárdenas","18.554944444444445","-101.97044444444445","368","?",NA,"Extracciones 15","B1",1,"G1","High","High","3",">500","61.2",8.16993464052288,NA,"R*","Extraction",NA
"6",3,NA,NA,"ANMO","1075","calidipes",NA,NA,NA,"Michoacán","Arteaga","Las Cañas, sobre carr libre Nueva Italia--Lázaro Cárdenas","18.554944444444445","-101.97044444444445","368","Hembra","Jóven",NA,NA,3,"B3",NA,NA,NA,NA,NA,NA,NA,NA,"Tissue",NA
"7",4,"√",NA,"UOGV","1085","parvisocia",NA,"√",NA,"Oaxaca","Cuicatlan","Rio Grande, al E de Cuicatlan","17.77375","-96.955250000000007","594","Macho","?","A5","15.12",2,"E5","Low","Low","4","20","25.8",19.3798449612403,"Se requerían 19.38 ul; sólo había 17 ul","R","Extraction",NA
"8",4,NA,NA,"UOGV","1085","parvisocia",NA,"√",NA,"Oaxaca","Cuicatlan","Rio Grande, al E de Cuicatlan","17.77375","-96.955250000000007","594","Macho","?",NA,NA,3,"B4",NA,NA,NA,NA,NA,NA,NA,"superfluous bkp","Tissue",NA
"9",5,"√",NA,"ANMO","4006","parvisocia",NA,NA,NA,"Puebla",NA,NA,NA,NA,NA,"Macho","Adulto","A7","C28.14",2,"E3","Low","Low","5","250","26.6",18.796992481203,NA,"R","Extraction",NA
"10",5,"√",NA,"ANMO","4007","parvisocia",NA,NA,NA,"Puebla",NA,NA,NA,NA,NA,"Hembra",NA,NA,NA,2,"C9","Intermediate","Low","UH2","20","33.6",14.8809523809524,NA,"R","Extraction",NA
"11",6,"√",NA,"ANMO","2649","sacki","sacki",NA,NA,"Oaxaca","Taniche","Sobre carretera San Martín Lachila-San Miguel Ejutla","16.582083333333301","-96.783694444444436","1490","Hembra","Adulto","A5","15.2",2,"D2","Low","Low","6","20","33",15.1515151515152,NA,"R","Extraction",NA
"12",6,NA,NA,"ANMO","2649","sacki","sacki",NA,NA,"Oaxaca","Taniche","Sobre carretera San Martín Lachila-San Miguel Ejutla","16.582083333333301","-96.783694444444436","1490","Hembra","Adulto",NA,NA,3,"B6",NA,NA,NA,NA,NA,NA,NA,"superfluous bkp","Tissue",NA
"13",7,"√",NA,"UOGV","1090","sacki","sacki",NA,NA,"Oaxaca","Tlacolula de Matamoros","Desviación a Yagul, Carr. Oaxaca-Mitla, 13 Km. N de Mitla","16.945611111111113","-96.454750000000004","1641","?",NA,"A5","8.1300000000000008",1,"E5","Intermediate","Low","7","150","72.8",6.86813186813187,NA,"R","Extraction",NA
"14",7,"√",NA,"UOGV","1091","sacki","sacki",NA,NA,"Oaxaca","San Pedro Totolápam","Km. 75 Carr. Mitla-San Pedro Totolapan","16.704999999999998","-96.328194444444435","1164","?",NA,NA,NA,2,"G2","Intermediate","Intermediate","pend","146","37.799999999999997",13.2275132275132,NA,"R*","Extraction","Discarded"
"15",8,"√",NA,"ANMO","3936","sacki","sacki",NA,NA,"Puebla",NA,NA,NA,NA,NA,NA,NA,"A7","C28.13",1,"B4","High","High","8","250","104",4.80769230769231,NA,"R*","Extraction",NA
"16",8,NA,NA,"JAC","22524","sacki","sacki",NA,NA,"Puebla","Caltepec",NA,"18.185578","-97.475682000000006","1968","?",NA,NA,NA,NA,NA,"No","Low","UH2","99",NA,NA,NA,"Bad","Extraction",NA
"17",9,"√",NA,"UOGV","894","G",NA,"√",NA,"Chiapas","La Trinitaria","Ejido Nuevo Zapaluta, camino a Francisco G. Mujica","16.030138888888889","-92.092999999999989","720","?",NA,"Extracciones 9","E8",1,"H6","High","High","9","100","50.6",9.88142292490119,NA,"R*","Extraction",NA
"18",9,"√",NA,"UOGV","1647","G",NA,NA,NA,"Chiapas","La Trinitaria","Nuevo Zapaluta","16.030916666666666","-92.089583333333323","776","?",NA,NA,NA,2,"F9","High","Low","pend","116","42.2",11.8483412322275,NA,"R","Extraction",NA
"19",10,"√",NA,"IDF","160","G",NA,NA,NA,"Chiapas","Venustiano Carranza","Camino de Paraiso Grijalva a Col. Nuevo Jordan, alrededores de la Presa La Angostura","16.197833333333335","-92.61677777777777","608","?",NA,NA,NA,1,"A6","High","Intermediate","UH1","98","114",4.3859649122807,NA,"R*","Extraction",NA
"20",10,NA,NA,"UOGV","892A","G",NA,NA,NA,"Chiapas","Venustiano Carranza","Camino de Paraiso Grijalva a Col. Nuevo Jordan, alrededores de la Presa La Angostura","16.197833333333335","-92.61677777777777","608","?",NA,"Extracciones 9","D9",NA,NA,"No","Intermediate","10","50","29.4",17.0068027210884,NA,"Bad","Extraction",NA
"21",11,"√",NA,"UOGV","861","motaguae",NA,NA,NA,"Oaxaca","San Pedro Juchatengo","Aprox. 8 Km N Cerro del Vidrio x carretera a Oaxaca","16.287861111111113","-97.129277777777773","1510","Macho","Adulto",NA,NA,1,"E1","High","No","UH1","45","79",6.32911392405063,NA,"R","Extraction",NA
"22",11,NA,NA,"UOGV","861","motaguae",NA,NA,NA,"Oaxaca","San Pedro Juchatengo","Aprox. 8 Km N Cerro del Vidrio x carretera a Oaxaca","16.287861111111113","-97.129277777777773","1510","Macho","Adulto","A7","C28.4",NA,NA,"No","No","11","19","21",23.8095238095238,NA,"Bad","Extraction",NA
"23",12,"√",NA,"ANMO","1013","motaguae",NA,NA,NA,"Chiapas","Ocozocoautla de Espinosa","desviación a Sn. Isidro Gavilán sobre carr 190 Ocozocoautla-Cintalapa (aprox km 113)","16.759527777777777","-93.445861111111114","755","?",NA,NA,NA,1,"I4","High","Intermediate","UH1","98","44",11.3636363636364,NA,"R*","Extraction",NA
"24",12,"√",NA,"ANMO","1014","motaguae",NA,NA,NA,"Chiapas","Ocozocoautla de Espinosa","desviación a Sn. Isidro Gavilán sobre carr 190 Ocozocoautla-Cintalapa (aprox km 113)","16.759527777777777","-93.445861111111114","755","Hembra","Adulto","Extracciones 9","H9",2,"F5","Intermediate","High","12","100","22",22.7272727272727,NA,"R*","Extraction",NA
"25",13,"√",NA,"MC","314","motaguae",NA,NA,NA,"Oaxaca","Villa Sola de Vega","Carr. Sola de Vega-Santa Cruz Zenzontepec","16.551833333333335","-97.119944444444442","1601","?",NA,NA,NA,2,"D5","Intermediate","Low","UH2","25","30.2",16.5562913907285,NA,"R","Extraction",NA
"26",13,"√",NA,"UOGV","1104","motaguae",NA,NA,NA,"Oaxaca","Sola de Vega","Primera desviación a la Izquierda, Carr. Sola de Vega-Oaxaca","16.520361111111111","-96.986611111111117","1450","?",NA,"A7","C28.5",1,"B2","High","No","13","250","106",4.71698113207547,NA,"R","Extraction",NA
"27",14,"√",NA,"ANMO","2700","mexicana",NA,NA,NA,"Oaxaca","Taniche","Sobre carretera San Martín Lachila-San Miguel Ejutla","16.582083333333301","-96.783694444444436","1490","Hembra","Subadulto","A5","8.6999999999999993",1,"E7","Low","Low","14","20","71.599999999999994",6.98324022346369,NA,"R","Extraction",NA
"28",14,NA,NA,"ANMO","2700","mexicana",NA,NA,NA,"Oaxaca","Taniche","Sobre carretera San Martín Lachila-San Miguel Ejutla","16.582083333333301","-96.783694444444436","1490","Hembra","Subadulto",NA,NA,3,"C2",NA,NA,NA,NA,NA,NA,NA,"superfluous bkp","Tissue",NA
