"","identificadorUnico","siglasColecciónMZFC","númeroCatálogoMZFC","etiquetaCampo","nombreEtiquetaCampo","catálogoCampo","colectorPrimario","siglasColectorPrimario","colectoresSecundarios","cantidadMuestras","tipoMuestra","sexo","etapaDesarrollo","actividadReproductiva","actividad","tipoPreparación","localización","otrosNúmerosCatálogo","obervacionesOrganismo","fotografías","autorFotografías","taxonesAsociados","tipoTejido","tejidoCajaCelda","TipoPreservaciónTejido","otroMaterialAsociado","horaColecta","añoColecta","mesColecta","díaColecta","hábitat","sitioColecta","observacionesColecta","país","estado","municipio","localidad","altitud","latitudGrados","latitudMinutos","latitudSegundos","longitudGrados","longitudMinutos","longitudSegundos","latitudDecimal","longitudDecimal","determinador","añoDeterminación","comentariosIdentificación","tipoNomenclatural","nombreCientífico","clase","familia","género","epítetoEspecífico","donador","correoElectrónicoContacto","fechaCatalogación","Subespecie","Subserie","Voucher (otro que MZFC)","Secuencia DNAmt","RADseq","EjemplarNoCatálogo","StatusID","Notas1","Notas2","TejCol_BUC","TejCaja_BUC","TejCelda_BUC"
"110",NA,NA,NA,"ANMO:5265","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,"ANMO:5266","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,"ANMO:5267","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,"ANMO:5268","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,"ANMO:5269","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,"ANMO:5270","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Todo el tejido se lo quedó Anthony Barley para extraer todo el genoma",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,"ANMO:5271","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,"ANMO:5272","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,"ANMO:5273","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,NA,"ANMO:5274","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,NA,"ANMO:5275","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,"ANMO:5276","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,"ANMO:5277","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,NA,"ANMO:5278","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,NA,"ANMO:5279","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,"ANMO:5280","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Todo el tejido se lo quedó Anthony Barley para extraer todo el genoma",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",15,"Remanentes de Bosque tropical perennifolio. Terreno con pastizal y construcciones humanas a los alrededores","Sobre suelo",NA,"Guatemala","Santa Rosa","Iztapa","Sobre carretera R D SRO-35, en dirección a Papaturro, en el límite entre Escuintla y Santa Rosa",0,NA,NA,NA,NA,NA,NA,13.9304,-90.654,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
