"","REQUEST","USE_LICENSE_URL","GUID","SCIENTIFIC_NAME","CITATIONS","IDENTIFIED_BY","FAMILY","OTHERCATALOGNUMBERS","COLLECTORS","SPECIMEN_EVENT_REMARK","COORDINATEUNCERTAINTYINMETERS","COUNTRY","STATE_PROV","COUNTY","HABITAT","SPEC_LOCALITY","VERBATIM_LOCALITY","VERBATIM_DATE","BEGAN_DATE","ENDED_DATE","PARTS","DEC_LAT","DEC_LONG","SEX","COLORS","VERBATIM_COLLECTOR","REMARK","LOCALITY_REMARKS","COLL_EVENT_REMARKS","ELEV_IN_M"
"1","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21270","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9663; secondary identifier=XHP.2015.1.71","Carl S. Lieb",NA,NA,"United States","New Mexico","Grant County","well above streambed on disturbed, sandy bank","United States Highway 80, at Little Dry Creek","USHwy 80 at Little Dry Creek (T13, R19W, W Sec.8) [GPS: 33 deg 11.302'N, 108 deg 49.292'W, elev. 5075 ft, acc. = 11ft(3.4m)]","42144",2015-05-20,2015-05-20,"whole organism (formalin-fixed, 70% ethanol); heart, liver (frozen); muscle (frozen)",33.1883833333,-108.8215333333,NA,NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 12, 703089.5 E, 3674285.5 N",NA,"1546.86-1546.86"
"2",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18535","Aspidoscelis exsanguis",NA,"Dominic I. Lannutti","Teiidae","collector number=DIL 422; secondary identifier=XHP.2000.6.20","Dominic I. Lannutti, unknown","mountains/drainage: Jarilla Mts, named place: Orogrande, extent: 1400m, georeferencing remarks: Moved 2.5mi N of Orogrande.ppl GNIS.",3908.334,"United States","New Mexico","Otero County",NA,"ca. 2.5 miles N (by road) of Orogrande","USA, New Mexico, Otero County, Ca. 2.5 Rd Mi. N Orogrande","0000/00/00",NA,2011-01-13,"whole organism (formalin-fixed, 70% ethanol); muscle (frozen); tail tip (frozen); liver (frozen)",32.407269,-106.084322,NA,NA,"and others",NA,NA,"found at 0900 hrs",NA
"3","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:10619","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 7198; secondary identifier=XHP.1985.6.17","Carl S. Lieb, unknown","mountains/drainage: Alamo Hueco Mts, named place: Alamo Hueco Mts/U-Bar Cave, extent: 0.5km, georeferencing remarks: georef at cave entrance; extent reflects likely collection radius from this entrance",531,"United States","New Mexico","Hidalgo County",NA,"ca. 18 kilometers NNE (by air) of Antelope Wells, vicinity of U-Bar Cave","USA, New Mexico, Hidalgo County, Ca. 18 Km (Air) Nne Antelope Wells, Vic. U-Bar Cave (T32S, R16W, Se 1/4 Sec.35) 4800-5000 Ft","31241",NA,1985-07-13,"whole organism (formalin-fixed, 70% ethanol); kidney (frozen); heart, liver, muscle (frozen)",31.47438,-108.43309,NA,NA,"and others",NA,"T32S, R16W, Se 1/4 Sec.35",NA,"1463.04-1524"
"4",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21271","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9665; secondary identifier=XHP.2015.1.72","Carl S. Lieb",NA,NA,"United States","New Mexico","Grant County",NA,"United States Highway 80, at Little Dry Creek","USHwy 80 at Little Dry Creek (T13, R19W, W Sec.8) [GPS: 33 deg 11.381'N, 108 deg 49.293'W, elev. 5110 ft, acc. = 11ft(3.4m)]","42144",2015-05-20,2015-05-20,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",33.1896833333,-108.8210333333,NA,NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 12, 703084.9 E, 3674429.6 N",NA,"1557.528-1557.528"
"5",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20761","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9499; secondary identifier=XHP.2013.1.79","Carl S. Lieb","named place: Hwy 54/jct Hwy 10 Business/Van Horn, georeferencing remarks: GPS measurement accuracy = 12 ft",6.0941712,"United States","Texas","Culberson County",NA,"along State Highway 54, 13.7 miles N of (by road) junction with Interstate Highway 10 Business (Broadway Street) in Van Horn","USA, Texas, Culberson County, Along Sthwy 54, 13.7 Rd Mi. N Jct With Ihwy 10 Business (Broadway Street) In Van Horn [Gps: 31 Deg 12.852'N, 104 Deg 51.076'W, Elev. 4261 Ft, Acc. = 12 Ft]","41497",NA,2013-08-11,"whole organism (formalin-fixed, 70% ethanol); blood (95% ethanol); heart, liver, muscle (frozen)",31.2142,-104.85127,NA,NA,NA,NA,NA,NA,"1298.7528-1298.7528"
"6",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19190","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 8870; secondary identifier=XHP.2005.2.53","Carl S. Lieb, Jennifer D. Jurado","mountains/drainage: Davis Mts, named place: Madera Canyon Picnic Area/Hwy 118, georeferencing remarks: GPS measurement accuracy = 18 ft",7.9284576,"United States","Texas","Jeff Davis County",NA,"Lawrence E Woods (""Madera Canyon"") picnic area, off State Highway 118","USA, Texas, Jeff Davis County, Lawrence E Woods (""Madera Canyon"") Picnic Area Off Sthy 118 (Gps: 30 Deg 42.359'N, 104 Deg 06.353'W, Elev. 5854 Ft, Acc = 18Ft)","38556",NA,2005-07-23,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",30.70598,-104.10588,NA,NA,NA,NA,NA,NA,"1784.2992-1784.2992"
"7","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20320","Aspidoscelis exsanguis",NA,"Jerry D. Johnson","Teiidae","preparator number=JDJ 2341; secondary identifier=XHP.2011.5.1; trap number=0-3","Ross Couvillon","mountains/drainage: Indio Mts, named place: IMRS/Oak Arroyo, georeferencing remarks: GPS measurement accuracy not recorded, so an estimate of 10 m was used for error calculation, locality remarks: ""Oak Arroyo' is an informal place name used internally by IMRS",10.407,"United States","Texas","Hudspeth County",NA,"Indio Mountains Research Station, Oak Arroyo, Pitfall Trap 0-3","USA, Texas, Hudspeth, Indio Mountains Research Station, Oak Arroyo, Pitfall Trap 0-3 [Gps: 30 Deg 47'10.25""N, 104 Deg 58'50.47""W, Elev. 1327 M]","40683",NA,2011-05-20,"heart, liver; whole organism (formalin-fixed, 70% ethanol)",30.78618,-104.98069,NA,NA,NA,NA,NA,NA,"1327-1327"
"8","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21547","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9788; preparator number=CSL 9788; secondary identifier=XHP.2016.3.82","Carl S. Lieb","Former verification status: verified by curator.",8.517,"United States","Texas","Hudspeth County",NA,"Interstate Highway 10, 0.8 road miles W junction with Laska Road, behind picnic area on south side","Quitman Mts, behind picnic area on south side of Ihwy 10, 0.8 rd mi. W jct with Laska Road [GPS 31 deg 12.759'N, 105 deg 29.578'W, elev. 4640 ft, acc. = 10ft(3.0m)]","42524",2016-06-03,2016-06-03,"whole organism (formalin-fixed, 70% ethanol); tissue (95% ethanol)",31.21265,-105.49297,NA,NA,NA,NA,"Quitman Mountains, Standard UTM coordinates from GPS data conversion are: Zone 13, 453042.9 E, 3453274.0 N",NA,"1414.272-1414.272"
"9","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19189","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 8869; secondary identifier=XHP.2005.2.52","Carl S. Lieb, Jennifer D. Jurado","mountains/drainage: Davis Mts, named place: Madera Canyon Picnic Area/Hwy 118, georeferencing remarks: GPS measurement accuracy = 19 ft",8.2332576,"United States","Texas","Jeff Davis County",NA,"Lawrence E Woods (""Madera Canyon"") picnic area, off State Highway 118","USA, Texas, Jeff Davis County, Lawrence E Woods (""Madera Canyon"") Picnic Area Off Sthy 118 (Gps: 30 Deg 42.360'N, 104 Deg 06.346'W, Elev. 5864 Ft, Acc = 19 Ft)","38556",NA,2005-07-23,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",30.706,-104.10577,NA,NA,NA,NA,NA,NA,"1787.3472-1787.3472"
"10",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21084","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9594; secondary identifier=XHP.2014.4.99","Carl S. Lieb","mountains/drainage: Hueco Mts, named place: Hueco Mts/Pow-wow Canyon/Hwy 62-180, georeferencing remarks: GPS measurement accuracy = 11 ft",5.7826656,"United States","Texas","El Paso County",NA,"Hueco Mountains, Pow-Wow Canyon, picnic area along United States Highway 62-180, 3.9 miles E of (by road) junction with Ranch to Market Road 2775, just W of Hudspeth County Line","USA, Texas, El Paso County, Hueco Mts, Pow-Wow Canyon, Picnic Area Along Ushy 62-180, 3.9 Rd Mi. E Jct With Rnrd 2775, Just West Of Hudspeth County Line [Gps: 31 Deg 49.770'N, 105 Deg 59.968'W, Elev. 4839 Ft, Acc. = 11Ft]","41849",NA,2014-07-29,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.8295,-105.99947,NA,NA,NA,NA,NA,NA,"1474.9272-1474.9272"
"11",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19144","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 8829; secondary identifier=XHP.2005.2.28","Carl S. Lieb","mountains/drainage: Hueco Mts, named place: Pinon Rd/jct Hwy 62-180, georeferencing remarks: GPS measurement accuracy = 14ft, locality remarks: For decades known as the ""Pinon Rd,"" this route is now often labeled the ""Hueco Ranch Rd""",6.6955416,"United States","Texas","Hudspeth County",NA,"along Pinon Road, 11.6 miles N of (by road) junction with United States Highway 62/180, 4.3 miles N of (by road) turnoff to Hueco Ranch","USA, Texas, Hudspeth County, Along Pinon Rd, 11.6 Rd Mi. N Jct With Ushy 62/180, 4.3 Rd Mi. N Turnoff To Hueco Ranch [Gps: 31 Deg 59.439'N, 105 Deg 54.558'W, 5359 Ft Elev., Acc. = 14Ft]","38522",NA,2005-06-19,"whole organism (formalin-fixed, 70% ethanol); liver (frozen); muscle (frozen)",31.99065,-105.9093,NA,NA,NA,NA,NA,NA,"1633.4232-1633.4232"
"12",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:15691","Aspidoscelis exsanguis",NA,"Louis N. Irwin","Teiidae","collector number=DIL 52; secondary identifier=XHP.1994.8.1","Louis N. Irwin, Dominic I. Lannutti","named place: Fabens/Two Brothers Farm, extent: 0.2km, georeferencing remarks: georef at indicated farm (based on hand-drawn map of location by Lannutti) plotted on the above map edition; offset from Fabens, and coordinates given in locality statement, not used",237,"United States","Texas","El Paso County",NA,"ca. 5.5 kilometers SSW (by air) of Fabens, Two Brothers Farm","USA, Texas, El Paso County, Ca. 5 1/2 Km (Air) Ssw Fabens, Two Brothers Farm (31 Deg 27'35""N, 106 Deg 10'35""W) Ca. 3600 Ft","1993/winter/00",NA,1993-03-20,"brain (frozen); whole organism (formalin-fixed, 70% ethanol)",31.45942,-106.18035,NA,NA,NA,"publication no. 28: distribution of species  in Texas, map",NA,NA,"1097.28-1097.28"
"13",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21085","Aspidoscelis exsanguis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9595; secondary identifier=XHP.2014.4.100","Carl S. Lieb","mountains/drainage: Hueco Mts, named place: Hueco Mts/Pow-wow Canyon/Hwy 62-180, georeferencing remarks: GPS measurement accuracy = 12 ft",6.0874656,"United States","Texas","El Paso County",NA,"Hueco Mountains, Pow-Wow Canyon, picnic area along United States Highway 62-180, 3.9 miles E of (by road) junction with Ranch to Market Road 2775, just W of Hudspeth County Line","USA, Texas, El Paso County, Hueco Mts, Pow-Wow Canyon, Picnic Area Along Ushy 62-180, 3.9 Rd Mi. E Jct With Rnrd 2775, Just West Of Hudspeth County Line [Gps: 31 Deg 49.770'N, 105 Deg 59.960'W, Elev. 4842 Ft, Acc. = 12 Ft]","41849",NA,2014-07-29,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.8295,-105.99933,NA,NA,NA,NA,NA,NA,"1475.8416-1475.8416"
"14",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21548","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9783; preparator number=CSL 9783; secondary identifier=XHP.2016.3.83","Carl S. Lieb","Former verification status: verified by curator.",10.359,"United States","Texas","Reeves County",NA,"along Interstate Highway 10, Hoefs Road at Exit 222","Along IHyw 10, Hoefs Road at Exit 222, roadcut on S side hwy [gps: 30 deg 58.076'N, 103 deg 29.720'W, elev. 3101 ft, acc. = 13ft(4.0m)]","42514",2016-05-24,2016-05-24,"whole organism (formalin-fixed, 70% ethanol); tissue (95% ethanol)",30.96793,-103.49533,NA,NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 13, 643700.8 E, 3427019.2 N",NA,"945.1848-945.1848"
"15",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20725","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9464; secondary identifier=XHP.2013.1.46","Carl S. Lieb, unknown","mountains/drainage: Davis Mts, named place: Hwy 166/jct Hwy 505, georeferencing remarks: GPS measurement accuracy = 12 ft",6.1283088,"United States","Texas","Jeff Davis County",NA,"rock outcrop on W side of State Highway 166, 2.9 miles N of (by road) junction with Ranch to Market Road 505","USA, Texas, Jeff Davis County, Rock Outcrop On W Side Of Sthy 166, 2.9 Rd Mi. N Jct With Rnrd 505 [Gps: 30 Deg 35.171'N, 104 Deg 17.242'W, Elev. 5172 Ft, Acc. = 12 Ft]","41461",NA,2013-07-06,"whole organism (formalin-fixed, 70% ethanol); lung; heart, liver, muscle",30.58618,-104.28737,"female",NA,"and others",NA,NA,NA,"1576.4256-1576.4256"
"16",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20329","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9299; secondary identifier=XHP.2011.1.10","Carl S. Lieb","named place: Hwy 302/Pecos River Bridge, georeferencing remarks: GPS measurement accuracy = 11 ft]",5.7844944,"United States","Texas","Loving County",NA,"along State Highway 302, just NE of Pecos River Bridge","USA, Texas, Loving County, Along Sthwy 302, Just Ne Of Pecos River Bridge [Gps 31 Deg 40.168'N, 103 Deg 37.564'W, Elev. 2675 Ft, Acc.= 11 Ft]","40725",NA,2011-07-01,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.66947,-103.62607,"female",NA,NA,NA,NA,NA,"815.34-815.34"
"17",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20330","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9300; secondary identifier=XHP.2011.1.11","Carl S. Lieb","named place: Hwy 302/Pecos River, georeferencing remarks: GPS measurement accuracy = 18 ft",7.9180944,"United States","Texas","Loving County",NA,"along State Highway 302, just NE of Pecos River Bridge","USA, Texas, Loving County, Along Sthwy 302, Just Ne Pecos River Bridge [Gps: 31 Deg 40.197'N, 103 Deg 37.542'W, Elev. 2602 Ft, Acc.= 18 Ft]","40725",NA,2011-07-01,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.66995,-103.6257,"male",NA,NA,NA,NA,NA,"793.0896-793.0896"
"18",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:16431","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 8349; secondary identifier=XHP.1996.4.37","Carl S. Lieb, Robert G. Webb",NA,NA,"United States","Texas","Pecos County",NA,"picnic area along United States Highway 285, 35.3 miles SE of (by road) junction with Interstate Highway 10 Business in Fort Stockton, 2.9 miles SE of (by road) Escondido Draw Crossing","USA, Texas, Pecos County, Picnic Area Along Ushy 285, 35.3 Rd Mi. Se Jct With Ihy 10 Business In Fort Stockton, 2.9 Rd Mi. Se Escondido Draw Crossing (30 Deg 29'07""N, 102 Deg 31'52""W) Ca. 3430 Ft","35280",1996-08-03,1996-08-03,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",30.4852777778,-102.5311111111,"female",NA,NA,NA,NA,NA,"1045.464-1045.464"
"19","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20726","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9471; original identifier=LM-47; secondary identifier=XHP.2013.1.47","Carl S. Lieb, unknown","mountains/drainage: Davis Mts, named place: Hwy 166/southern jct Hwy 118/Point of Rocks, georeferencing remarks: GPS measurement accuracy = 14 ft",6.7110864,"United States","Texas","Jeff Davis County",NA,"Point of Rocks picnic area along State Highway 166, 9.1 miles N of (by road) northern junction with State Highway 118","USA, Texas, Jeff Davis County, Point Of Rocks Picnic Area Along Sthy 166, 9.1 Rd Mi. N Northern Jct With Sthy 118 [Gps: 30 Deg 32.078N, 104 Deg 03.862'W, Elev. 5427 Ft, Acc. = 14 Ft]","41461",NA,2013-07-06,"whole organism (formalin-fixed, 70% ethanol); lung; heart, liver, muscle; blood (slide smear)",30.53463,-104.06437,"female",NA,"and others",NA,NA,NA,"1654.1496-1654.1496"
"20",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18265","Aspidoscelis gularis",NA,"Dominic I. Lannutti","Teiidae","collector number=DIL 305; secondary identifier=XHP.1999.1.15","Dominic I. Lannutti, unknown","named place: Rylander Ranch/Hwy 2323/County Rd 111, extent: 0.01mi, georeferencing remarks: offset by rd on 2323 from jct with County Rd 111 (Kleese Rd)",214.042752,"United States","Texas","Llano County",NA,"Rylander Ranch, along Farm to Market Road 2323, ca. 2.0 miles NE (by road) junction with Farm to Market Road 111","USA, Texas, Llano County, Rylander Ranch, Along Fmrd 2323, Ca. 2.0 Rd Mi. Ne Jct With Fmrd 111","36238",NA,1999-03-19,"muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",30.57774,-98.8711,"male",NA,"and others",NA,NA,"collected 100-1330hrs",NA
"21",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20724","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9473; original identifier=LM-48; secondary identifier=XHP.2013.1.45","Carl S. Lieb, unknown","mountains/drainage: Davis Mts, named place: Hwy 118/northern jct Hwy 166, georeferencing remarks: GPS measurement accuracy = 13 ft",6.402324,"United States","Texas","Jeff Davis County",NA,"roadcut along State Highway 118, 10.6 miles N of (by road) northern junction with State Highway 166","USA, Texas, Jeff Davis County, Roadcut Along Sthy 118, 10.6 Rd Mi. N Northern Jct With Sthwy 166 [Gps: 30 Deg 54.413'N, 104 Deg 08.793'W, Elev. 4890 Ft, Acc. = 13 Ft]","41461",NA,2013-07-06,"whole organism (formalin-fixed, 70% ethanol); lung; heart, liver, muscle; blood (slide smear)",30.90688,-104.14655,"female",NA,"and others",NA,NA,NA,"1490.472-1490.472"
"22",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20963","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9542; secondary identifier=XHP.2014.4.46","Carl S. Lieb","named place: Hwy 10/Exit 314, georeferencing remarks: GPS measurement accuracy = 22 ft",9.1464384,"United States","Texas","Pecos County",NA,"N side of Interstate Highway 10, at Exit 314","USA, Texas, Pecos County, North Side Of Ihy 10 At Exit 314 [Gps: 30 Deg 48.533'N, 101 Deg 59.285'W, Elev. 2462 Ft, Acc. = 22 Ft]","41778",NA,2014-05-19,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",30.80888,-101.98808,"female",NA,NA,NA,NA,NA,"750.4176-750.4176"
"23",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:12307","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","secondary identifier=XHP.1989.9.5","Robert G. Webb, Ralph W. Axtell","named place: Red Bluff Rd/jct Hwy 285, extent: 0.02mi, georeferencing remarks: offset by rd on Red Bluff Rd from jct indicated",230.136192,"United States","Texas","Loving County",NA,"on Red Bluff Road, 2.5 miles W (by road) Red Bluff Lake, 0.2 miles E (by road) junction with United States Highway 285","USA, Texas, Loving County, On Red Bluff Rd, 2 1/2 Rd Mi. W Red Bluff Lake, 0.2 Rd Mi. E Jct With Ushy 285","32711",NA,1989-07-22,"whole organism (formalin-fixed, 70% ethanol); kidney (frozen); heart, liver, muscle (frozen)",31.90258,-103.9596,NA,NA,NA,NA,NA,NA,NA
"24","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20688","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9427; secondary identifier=XHP.2013.1.11","Carl S. Lieb, Val J. Roessling","named place: Old Cranes Mill Rd/jct Hwy 2673, georeferencing remarks: GPS measurment accuracy = 15ft",7.0228968,"United States","Texas","Comal County","under rock in early morning","below Old Cranes Mill Road, 0.50 kilometers NW (by air) of junction with Farm to Market Road 2673","USA, Texas, Comal County, Below Old Cranes Mill Road, 0.50 Km (Air) Nw Jct With Fmrd 2673 [Gps: 29 Deg 50.968'N, 98 Deg 16.842'W, Elev. 1035 Ft, Acc. = 15 Ft]","41391",NA,2013-04-27,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",29.84947,-98.2807,"male",NA,NA,NA,NA,"found under same rock previous evening, but escaped, then captured under rock in early morning","315.468-315.468"
"25","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20964","Aspidoscelis gularis",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9543; secondary identifier=XHP.2014.4.47","Carl S. Lieb","named place: Hwy 55/jct Hwy 2995, georeferencing remarks: GPS measurement accuracy = 15 ft",7.0204584,"United States","Texas","Edwards County",NA,"picnic area along State Highway 55, 6.5 miles NW of (by road) junction with Ranch Road 2995","USA, Texas, Edwards County, Picnic Area Along Sthy 55, 6.5 Rd Mi. Nw Jct With Ranch Rd 2995 [Gps: 30 Deg 05.216'N, 100 Deg 22.126'W, Elev. 2338 Ft, Acc. = 15 Ft]","41778",NA,2014-05-19,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",30.08693,-100.36877,"male",NA,NA,NA,NA,NA,"712.6224-712.6224"
"26",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18267","Aspidoscelis gularis",NA,"Dominic I. Lannutti","Teiidae","collector number=DIL 298; secondary identifier=XHP.1999.1.17","Dominic I. Lannutti, unknown","named place: Austin/Emma Long Metro Park, extent: 1.2, locality remarks: Park is labeled ""Lake Austin Metropolitan Park"" on Austin West 24K Quad",NA,"United States","Texas","Travis County","SW-facing slope bordering river","Austin, Emma Long Metro Park","USA, Texas, Travis County, Austin, Emma Long Metro Park","36237",NA,1999-03-18,"muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",30.34114,-97.84431,"male",NA,"and others",NA,NA,"found at 1300-1530 hrs",NA
"27",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18327","Aspidoscelis inornata",NA,"Robert G. Webb","Teiidae","secondary identifier=XHP.1999.9.4","Robert G. Webb, Ralph W. Axtell","named place: Carrizozo, extent: 2355.8381m, georeferencing remarks: Moved 4.3mi N of Jct. US 380 in Carrizozo, along US. 54.",2457.407,"United States","New Mexico","Lincoln County",NA,"along United States Highway 54, 9.7 miles N of (by road) junction with United States Highway 380 in Carrizozo","USA, New Mexico, Lincoln County, Along Ushy 54, 9.7 Rd Mi. N Jct With Ushy 380 In Carrizozo (33 Deg 42'N, 105 Deg 50'W) Ca. 5560 Ft","36329",NA,1999-06-18,"whole organism (ethanol-fixed)",33.778242,-105.832762,NA,NA,NA,NA,NA,NA,"1694.688-1694.688"
"28",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18329","Aspidoscelis inornata",NA,"Robert G. Webb","Teiidae","secondary identifier=XHP.1999.9.6","Robert G. Webb, Ralph W. Axtell","named place: Carrizozo, extent: 2355.8381m, georeferencing remarks: Moved 4.3mi N of Jct. US 380 in Carrizozo, along US. 54.",2457.407,"United States","New Mexico","Lincoln County",NA,"along United States Highway 54, 4.1 miles N of (by road) junction with United States Highway 380 in Carrizozo","USA, New Mexico, Lincoln County, Along Ushy 54, 4.1 Rd Mi. N Jct With Ushy 380 In Carrizozo (33 Deg 42'N, 105 Deg 50'53""W) Ca. 5520 Ft","36330",NA,1999-06-19,"whole organism (ethanol-fixed)",33.699494,-105.844857,NA,NA,NA,NA,NA,NA,"1682.496-1682.496"
"29",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18330","Aspidoscelis inornata",NA,"Robert G. Webb","Teiidae","secondary identifier=XHP.1999.9.7","Robert G. Webb, Ralph W. Axtell","named place: Carrizozo, extent: 2355.8381m, georeferencing remarks: Moved 4.3mi N of Jct. US 380 in Carrizozo, along US. 54.",2457.407,"United States","New Mexico","Lincoln County",NA,"along United States Highway 54, 4.1 miles N of (by road) junction with United States Highway 380 in Carrizozo","USA, New Mexico, Lincoln County, Along Ushy 54, 4.1 Rd Mi. N Jct With Ushy 380 In Carrizozo (33 Deg 42'N, 105 Deg 50'53""W) Ca. 5520 Ft","36330",NA,1999-06-19,"whole organism (ethanol-fixed)",33.699494,-105.844857,NA,NA,NA,NA,NA,NA,"1682.496-1682.496"
"30",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20021","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9183; secondary identifier=XHP.2010.6.7","Carl S. Lieb","named place: Floyd Soil Sample Site 8, georeferencing remarks: GPS measurement accuracy = 15 ft",6.9972936,"United States","New Mexico","Dona Ana County",NA,"along N-side Interstate Highway Highway 10, 3.8 Road Mi.E junction with State Highway 549, Kevin Floyd Soil Sample Site 8","USA, New Mexico, Dona Ana County, Along N-Side I-Hwy 10, 3.8 Rd Mi.E Jct With Sthy 549, Kevin Floyd Soil Sample Site 8 [Gps: 32 Deg 14.922'N, 107 Deg 07.961'W, Elev. 4366 Ft, Acc.= 15 Ft]","40328",NA,2010-05-30,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",32.2487,-107.13268,"male",NA,NA,NA,NA,NA,"1330.7568-1330.7568"
"31",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20017","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9179; secondary identifier=XHP.2010.6.3","Carl S. Lieb","named place: Floyd Soil Sample Site 6, georeferencing remarks: GPS measurement accuracy = 17 ft",7.6068936,"United States","New Mexico","Dona Ana County",NA,"along N-side Interstate Highway Highway 10, 10.8 miles E of (by road) junction with State Highway 549, Kevin Floyd Soil Sample Site 6","USA, New Mexico, Dona Ana County, Along N-Side I-Hwy 10, 10.8 Rd Mi. E Jct With Sthy 549, Kevin Floyd Soil Sample Site 6 [Gps: 32 Deg 15.710'N, 107 Deg 01.059'W, Elev. 4437 Ft, Acc. = 17Ft]","40328",NA,2010-05-30,"whole organism (ethanol-fixed); toe; heart, liver, muscle",32.26183,-107.01765,"female",NA,NA,NA,NA,NA,"1352.3976-1352.3976"
