"","REQUEST","USE_LICENSE_URL","GUID","SCIENTIFIC_NAME","CITATIONS","IDENTIFIED_BY","FAMILY","OTHERCATALOGNUMBERS","COLLECTORS","SPECIMEN_EVENT_REMARK","COORDINATEUNCERTAINTYINMETERS","COUNTRY","STATE_PROV","COUNTY","HABITAT","SPEC_LOCALITY","VERBATIM_LOCALITY","VERBATIM_DATE","BEGAN_DATE","ENDED_DATE","PARTS","DEC_LAT","DEC_LONG","SEX","COLORS","VERBATIM_COLLECTOR","REMARK","LOCALITY_REMARKS","COLL_EVENT_REMARKS","ELEV_IN_M"
"111",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20515","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9373; secondary identifier=XHP.2012.2.71","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 6, georeferencing remarks: GPS measurement accuracy = 16 ft",6.0828936,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 6, along N-side Interstate Highway 10, 0.5 miles W of (by road) Corralitos Exit","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 6, Along N-Side Ihwy 10, 0.5 Rd Mi. W Corralitos Exit [Gps: 32 Deg 15.721'N, 107 Deg 01.059'W, Elev. 4448 Ft, Acc. = 16Ft]","41069",NA,2012-06-09,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",32.26202,-107.01768,"female",NA,NA,NA,NA,NA,"1355.7504-1355.7504"
"112",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20526","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9392; secondary identifier=XHP.2012.2.82","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 4, georeferencing remarks: GPS measurement accuracy = 10 ft",5.4781704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 4, 8.9 miles W (by road on County Road A003) of junction with State Highway 136, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 4, 8.9 Rd Mi. (By County Rd A003) W Jct With Sthy 136, Then Ca. 100 M North Of Road Out Into Desert [Gps: 31 Deg 48.522'N, 106 Deg 50.060'W, Elev. 4120 Ft, Acc. = 10 Ft]","41091",NA,2012-07-01,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.8087,-106.83433,"female",NA,NA,NA,NA,NA,"1255.776-1255.776"
"113",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20898","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 1266; secondary identifier=XHP.2014.2.83; trap number=1-2C",NA,"named place: Floyd Lizard Demography Site 1/Trap 1-2C, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation",1.955,"United States","New Mexico","Dona Ana County",NA,"ca. 0.4 kilometers W (by air) of junction of Interstate Highway 10 Frontage Road and Corralitos Road, Kevin Floyd Lizard Demographic Site one, North of Interstate Highway 10, in pitfall Trap 1-2C","Ca. 0.4 Km (Air) W Jct Of Ihy10 Frontage Road And Corralitos Road, Kevin Floyd Lizard Demographic Site One, North Of Ihy10 In Pitfall Trap 1-2C (T23S, R1W, Sw 1/4 Of Nw 1/4 Sec.31) [Gps: 32.26659663 Deg N, 106.9863724 Deg W]","40038",NA,2009-08-13,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",32.26659663,-106.9863724,"female",NA,NA,NA,"T23S, R1W, SW 1/4 of Nw 1/4 Sec.31","found with larger Aspidoscelis neomexicana",NA
"114",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20901","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 4354; secondary identifier=XHP.2014.2.86; trap number=4-7C",NA,"named place: Floyd Lizard Demongraphy Site 4/Trap 4-7C, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation",1.955,"United States","New Mexico","Dona Ana County",NA,"ca. 1.4 kilometers W (by air) of Interstate Highway 10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Four, South of Interstate Highway 10, in pitfall Trap 4-7C","Ca. 1.4 Km (Air) W Of Ihwy10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Four, South Of Ihwy10 In Pitfall Trap 4-7C (T24S, R3W, Nw 1/4 Of Sw 1/4 Sec.3) [Gps: 32.24740914 Deg N, 107.1365387 Deg W]","40789",NA,2011-09-03,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",32.24740914,-107.1365387,"female",NA,NA,NA,"T24S, R3W, Nw 1/4 of SW 1/4 Sec.3","ants found in trap with larger Aspidoscelis tigris",NA
"115",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20902","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 1736; secondary identifier=XHP.2014.2.87; trap number=4-8A",NA,"named place: Floyd Lizard Demongraphy Site 4/Trap 4-8A, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation",1.955,"United States","New Mexico","Dona Ana County",NA,"ca. 1.4 kilometers W (by air) of Interstate Highway 10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Four, S of Interstate Highway 10, in Pitfall Trap 4-8A","Ca. 1.4 Km (Air) W Of Ihwy10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Four, South Of Ihwy10 In Pitfall Trap 4-8A (T24S, R3W, Nw 1/4 Of Sw 1/4 Sec.3) [Gps: 32.24740617 Deg N, 107.1364072 Deg W]","40081",NA,2009-09-25,"toe (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",32.24740617,-107.1364072,"female",NA,NA,NA,"T24S, R3W, Nw 1/4 of SW 1/4 Sec.3","died before release",NA
"116",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20907","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 58; secondary identifier=XHP.2014.2.92; trap number=6-36",NA,"named place: Floyd Lizard Demography Site 6/Trap 6-36, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"0.20 kilometers ESE (by air) from junction of County Road A003 (=Santa Teresa-Columbus Road) and County Road A008, Kevin Floyd Lizard Demography Site Six, S of County Road, in Pitfall Trap 6-36","0.20 Km (Air) Ese From Jct Of County Rd A003 [Santa Teresa-Columbus Road] And County Rd A008, Kevin Floyd Lizard Demography Site Six, South Of Cr A003 In Pitfall Trap 6-36 (T29S, R1W, Se 1/4 Of Ne 1/4 Sec.8) [Gps: 31.79307149 Deg N, 106.9572931 Deg W]","39596",NA,2008-05-28,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.79307149,-106.9572931,"male",NA,NA,"died during processing","T29S, R1W, SE 1/4 of Ne 1/4 Sec.8",NA,NA
"117",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19999","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9160; secondary identifier=XHP.2010.2.4; trap number=1-7B","Kevin W. Floyd","named place: Floyd Study Site No. 1, georeferencing remarks: GPS measument accuracy estimated at 0.5 m",1.955,"United States","New Mexico","Dona Ana County",NA,"vicinity of Corralitos Road at junction with Interstate Highway 10 Frontage Road, Kevin Floyd Study Site No. 1, Pitfall Trap 1-7B","USA, New Mexico, Dona Ana County, Vic. Corralitos Rd At Jct With Ihy 10 Frontage Road, Kevin Floyd Study Site No. 1, Pitfall Trap 1-7B [Gps: 32.26416113 Deg N, 106.9860787 Deg W)","40002",NA,2009-07-08,"whole organism (formalin-fixed, 70% ethanol); toe; heart, liver, muscle",32.26416113,-106.9860787,NA,NA,NA,"specimen was rodent-chewed",NA,NA,NA
"118",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20536","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9409; secondary identifier=XHP.2012.2.92","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 2, georeferencing remarks: GPS measurement accuracy = 11 ft",5.7832752,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 2, 0.4 miles E (by road on County Road A008) of junction with County Road A008, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 2, 0.4 Rd Mi. (By County Rd A008) E Jct With County Rd A008, Then Ca. 100 M North Of Rd Into Desert [Gps: 31 Deg 47.773'N, 106 Deg 57.081'W, Elev. 4139 Ft, Acc. = 11 Ft]","41154",NA,2012-09-02,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.79622,-106.95135,"male",NA,NA,NA,NA,NA,"1261.5672-1261.5672"
"119",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20539","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","secondary identifier=XHP.2012.2.95","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 1, georeferencing remarks: GPS measurement accuracy = 12 ft]",6.0877704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 1, along County Road A003 (=Santa Teresa-Columbus Road), 4.5 miles E of (by road) junction with County Road A008","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 1, Along County Rd A003 (= Santa Teresa-Columbus Rd), 4.5 Rd Mi. E Jct With County Rd A008 [Gps: 31 Deg 48.125'N, 106 Deg 53.252'W, Elev. = 4111 Ft, Acc. = 12 Ft]","41154",NA,2012-09-02,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.80208,-106.88753,"male",NA,NA,NA,NA,NA,"1253.0328-1253.0328"
"120",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20543","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9383; secondary identifier=XHP.2012.2.97","Carl S. Lieb","named place: County Rd A003/jct CR A008, georeferencing remarks: GPS measurement accuracy = 14 ft",6.6967608,"United States","New Mexico","Dona Ana County",NA,"County Road A003 (=Santa Teresa-Columbus Road), 4.1 miles E of (by road) junction with County Road A008 (=road to Tee Pee Ranch and Hunts Hole)","USA, New Mexico, Dona Ana County, Dor County Rd A003 (= Santa Teresa-Columbus Rd), 5.5 Rd Mi. W Jct With County Rd A008 (To Tee Pee Ranch & Hunts Hole) [Gps: 31 Deg 48.241'N, 106 Deg 52.039'W, Elev. 4123 Ft, Acc. = 14 Ft]","41084",NA,2012-06-24,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); muscle (frozen); liver (frozen)",31.80402,-106.86732,NA,NA,NA,NA,NA,NA,"1256.6904-1256.6904"
"121",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20544","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9386; secondary identifier=XHP.2012.2.98","Carl S. Lieb","named place: County Rd A003/jct Hwy 136, georeferencing remarks: GPS measurement accuracy = 17 ft",7.6117704,"United States","New Mexico","Dona Ana County",NA,"County Road A003 (=Santa Teresa-Columbus Road), 1.5 miles W of (by road) junction with State Highway 136","USA, New Mexico, Dona Ana County, Dor County Rd A003 (Santa Teresa-Columbus Rd), 1.5 Rd Mi. W Jct With Sthwy 136 [Gps: 31 Deg 49.251'N, 106 Deg 42.586'W, Elev. 4106 Ft, Acc. = 17 Ft]","41084",NA,2012-06-24,"whole organism (formalin-fixed, 70% ethanol); muscle (frozen); toe (95% ethanol); heart (frozen)",31.82485,-106.70977,"male",NA,NA,NA,NA,NA,"1251.5088-1251.5088"
"122",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20478","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9326A; secondary identifier=XHP.2012.2.34","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 2, georeferencing remarks: GPS measurement accuracy = 11 ft",8.2216752,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 2, along County Road A003 (=Santa Teresa-Columbus Highway), 0.4 miles E of (by road) junction with County Road A008","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 2, Along County Rd A003 (= Santa Teresa-Columbus Hwy), 0.4 Rd Mi. E Jct With County Rd A008 [Gps: 31 Deg 47.707'N, 106 Deg 57.076'W, Elev. 4138 Ft, Acc = 11 Ft]","41049",NA,2012-05-20,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.79512,-106.95127,"male",NA,NA,NA,NA,NA,"1261.2624-1261.2624"
"123",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20479","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9328; secondary identifier=XHP.2012.2.35","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 1, georeferencing remarks: GPS measurement accuracy = 17 ft",7.6117704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 1, along County Road A003 (=Santa Teresa-Columbus Highway), 4.3 miles E of (by road) junction with County Road A008","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 1, Along County Rd A003 (= Santa Teresa-Columbus Hwy), 4.3 Rd Mi. E Jct With County Rd A008 [Gps: 31 Deg 48.134'N, 106 Deg 53.137'W, Elev. 4126 Ft, Acc = 17 Ft]","41049",NA,2012-05-20,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",31.80223,-106.88562,"male",NA,NA,NA,NA,NA,"1257.6048-1257.6048"
"124",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20480","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9330; secondary identifier=XHP.2012.2.36","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 1, georeferencing remarks: GPS measurement accuracy = 11ft",5.7829704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 1, along County Road A003 (=Santa Teresa-Columbus Highway), 4.3 miles E of (by road) junction with County Road A008","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 1, Along County Rd A003 (= Santa Teresa-Columbus Hwy), 4.3 Rd Mi. E Jct With County Rd A008 [Gps: 31 Deg 48.137'N, 106 Deg 53.141'W, Elev. 4088 Ft, Acc = 11 Ft]","41049",NA,2012-05-20,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",31.80228,-106.88568,"male",NA,NA,NA,NA,NA,"1246.0224-1246.0224"
"125",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20903","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 2246; secondary identifier=XHP.2014.2.88; trap number=4-8D",NA,"named place: Floyd Lizard Demongraphy Site 4/Trap 4-8D, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation",1.955,"United States","New Mexico","Dona Ana County",NA,"ca. 1.4 kilometers W (by air) of Interstate Highway 10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Four, South of Interstate Highway 10, in pitfall Trap 4-8D","Ca. 1.4 Km (Air) W Of Ihwy10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Four, South Of Ihwy10 In Pitfall Trap 4-8D (T24S, R3W, Nw 1/4 Of Sw 1/4 Sec.3) [Gps: 32.24740046 Deg N, 107.1363462 Deg W]","40328",NA,2010-05-30,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",32.24740046,-107.1363462,"female",NA,NA,NA,"T24S, R3W, Nw 1/4 of SW 1/4 Sec.3","found with larger Aspidoscelis tigris",NA
"126",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20904","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 4392; secondary identifier=XHP.2014.2.89; trap number=6-7A",NA,"named place: Floyd Lizard Demography Site 6/Trap 6-7A, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"0.12 kilometers E (by air) from junction of County Road A003 (=Santa Teresa-Columbus Road) and County Road A008, Kevin Floyd Lizard Demography Site Six, S of County Road A003, in Pitfall Trap 6-7A","0.12 Km (Air) E From Jct Of County Rd A003 [Santa Teresa-Columbus Road] And County Rd A008, Kevin Floyd Lizard Demography Site Six, South Of Cr A003 In Pitfall Trap 6-7A (T29S, R1W, Se 1/4 Of Ne 1/4 Sec.8) [Gps: 31.79412498 Deg N, 106.9577275 Deg W]","40796",NA,2011-09-10,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.79412498,-106.9577275,"female",NA,NA,"found injured in trap with another Aspidoscelis tigris (euthanized)","T29S, R1W, SE 1/4 of Ne 1/4 Sec.8",NA,NA
"127",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20545","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9385; secondary identifier=XHP.2012.2.99","Carl S. Lieb","named place: County Rd A003/jct CR A008, georeferencing remarks: GPS measurement accuracy = 14 ft",6.6973704,"United States","New Mexico","Dona Ana County",NA,"County Road A003 (=Santa Teresa-Columbus Road), 4.1 miles E of (by road) junction with County Road A008 (=road to Tee Pee Ranch and Hunts Hole)","USA, New Mexico, Dona Ana County, Dor County Rd A003 (= Santa Teresa-Columbus Rd), 4.1 Rd Mi. E Jct With County Rd A008 (To Tee Pee Ranch & Hunts Hole) [Gps: 31 Deg 48.221'N, 107 Deg 01.289'W, Elev. = 4181 Ft, Acc. = 14 Ft]","41084",NA,2012-06-24,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); muscle (frozen)",31.80368,-107.02148,NA,NA,NA,NA,NA,NA,"1274.3688-1274.3688"
"128",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20530","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9396; secondary identifier=XHP.2012.2.86","Carl S. Lieb, David M. Lieb","named place: Floyd Soil Sample Site 1, georeferencing remarks: GPS measurement accuracy = 14 ft",6.6973704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 1, 4.5 miles W (by road on County Road A006) of junction with County A008, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 1, 4.5 Rd Mi. (By County Rd A006) W Jct With County A008, Then Ca. 100 M North Of Road Into Desert [Gps: 31 Deg 48.177'N, 106 Deg 53.203'W, Elev. 4106 Ft, Acc. = 14 Ft]","41105",NA,2012-07-15,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.80295,-106.88672,"male",NA,NA,NA,NA,NA,"1251.5088-1251.5088"
"129",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:14238","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 8016; secondary identifier=XHP.1992.5.47","Carl S. Lieb, unknown","named place: Dona Ana Co., Vevay, extent: 1137.56m",1139.129,"United States","New Mexico","Dona Ana County",NA,"off County Road A19, 9.7 miles W (by road) junction with County Road A17, at Vevay","USA, New Mexico, Dona Ana County, Off County Rd A19, 9.7 Rd Mi. W Jct With County Rd A17 At Vevay (T27S, R1W, Sec.34) Ca. 1260 M","33783",NA,1992-06-28,"whole organism (formalin-fixed, 70% ethanol); brain (frozen); liver (frozen)",31.9159,-106.9299,NA,NA,"and others",NA,"T27S, R1W, Sec.34",NA,"1260-1260"
"130",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20895","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 1845; secondary identifier=XHP.2014.2.80; trap number=Cn2-1C",NA,"named place: Floyd Lizard Demography Control Site 2/Trap CN2-1C, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation",1.955,"United States","New Mexico","Dona Ana County",NA,"ca. 0.4 kilometers S (by air) of Interstate Highway 10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Study Control Site Two,, in Pitfall Trap Cn2-1C","USA, New Mexico, Dona Ana County, Ca. 0.4 Km (Air) S Of Ihy10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Study Control Site Two, In Pitfall Trap Cn2-1C (T24S, R3W, Se 1/4 Sec.2) [Gps: 32.23914762 Deg N, 107.1236191 Deg W]","40346",NA,2010-06-17,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",32.23914762,-107.1236191,"female",NA,NA,NA,"T24S, R3W, SE 1/4 Sec.2","found with larger Aspidoscelis tigris",NA
"131",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20900","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 1377; secondary identifier=XHP.2014.2.85; trap number=4-1B",NA,"named place: Floyd Lizard Demongraphy Site 4/Trap 4-1B, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation",1.955,"United States","New Mexico","Dona Ana County",NA,"ca. 1.4 kilometers W (by air) of Interstate Highway 10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Four, N of Interstate Highway 10, in Pitfall Trap 4-1B","Ca. 1.4 Km (Air) W Of Ihwy10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Four, North Of Ihwy10 In Pitfall Trap 4-1B (T24S, R3W, Nw 1/4 Of Sw 1/4 Sec.3) [Gps: 32.24937127 Deg N, 107.1370758 Deg W]","40045",NA,2009-08-20,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",32.24937127,-107.1370758,"male",NA,NA,"found dead in trap with larger aspidoscelis tigris","T24S, R3W, Nw 1/4 of SW 1/4 Sec.3",NA,NA
"132",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19858","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9036; secondary identifier=XHP.2009.2.1; trap number=6-32","Kevin W. Floyd","named place: Santa Teresa-Columbus Hwy (County Rd A003)/jct County Rd A008/Floyd Study ARea 6",11.458,"United States","New Mexico","Dona Ana County",NA,"off County Road A003 (=Santa Teresa-Columbus Highway), near junction with County Road A008, Floyd Lizard Study Area 6, Trap 6-32","USA, New Mexico, Dona Ana County, Off County Rd A003 (Santa Teresa-Columbus Hwy), Near Jct With County Rd A008, Floyd Lizard Study Area 6, Trap 6-32 [Gps; 31.793219 Deg, -106.957146 Deg]","39709",NA,2008-09-18,"heart, liver, muscle (95% ethanol); whole organism (ethanol-fixed)",31.793219,-106.957146,NA,NA,NA,NA,NA,NA,NA
"133",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19996","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9152; secondary identifier=XHP.2010.2.1; trap number=6-5C","Kevin W. Floyd","named place: Floyd Study Site No. 6, georeferencing remarks: GPS measument accuracy estimated at 0.5 m",1.958,"United States","New Mexico","Dona Ana County",NA,"off County Road A003 (=Santa Teresa-Columbus Road), near junction with County Road A008, Kevin Floyd Study Site No. 6,, in Pitfall Trap 6-5C","USA, New Mexico, Dona Ana County, Off County Rd A003 (Santa Teresa-Columbus Rd), Near Jct With County Rd A008, Kevin Floyd Study Site No. 6, In Pitfall Trap 6-5C [Gps: 31.79457567 Deg N, 106.9576322 Deg W)","39997",NA,2009-07-03,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle",31.79457567,-106.9576322,NA,NA,NA,NA,NA,NA,NA
"134",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20909","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 770; secondary identifier=XHP.2014.2.94; trap number=9-1A",NA,"named place: Floyd Lizard Demography Site 9/Trap 9-1A, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"ca. 4.1 kilometers E (by air) of junction of County Road A003 (=Santa Teresa-Columbus Road) and County Road A008, Kevin Floyd Lizard Demography Site Nine, North of County Road A003, in Pitfall Trap 9-1A","Ca. 4.1 Km (Air) E Jct Of County Rd A003 [Santa Teresa-Columbus Rd] And County Rd A008, Kevin Floyd Lizard Demography Site Nine, North Of Cr A003 In Pitfall Trap 9-1A (T29S, R1E, Sw 1/4 Of Nw 1/4 Sec.7) [Gps: 31.79918089 Deg N, 106.9156917 Deg S]","40332",NA,2010-06-03,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.79918089,-106.9156917,"female",NA,NA,NA,"T29S, R1E, SW 1/4 of Nw 1/4 Sec.7","ants found in trap",NA
"135",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20913","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 1210; secondary identifier=XHP.2014.2.98; trap number=9-5D",NA,"named place: Floyd Lizard Demography Site 9/Trap 9-5D, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"ca. 4.1 kilometers E (by air) of junction of County Road A003 (=Santa Teresa-Columbus Road) and County Road A008, Kevin Floyd Lizard Demography Site Nine, North of County Road A003, in Pitfall Trap 9-5D","Ca. 4.1 Km (Air) E Jct Of County Rd A003 [Santa Teresa-Columbus Rd] And County Rd A008, Kevin Floyd Lizard Demography Site Nine, South Of Cr A003 In Pitfall Trap 9-5D (T29S, R1E, Sw 1/4 Of Nw 1/4 Sec.7) [Gps: 31.79817479 Deg N, 106.9155844 Deg S]","40038",NA,2009-08-13,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.79817479,-106.9155844,"male",NA,NA,"no obvious cause to death","T29S, R1E, SW 1/4 of Nw 1/4 Sec.7",NA,NA
